Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge,Case Type Priority,Case Age,Scheduled Hearings,Overall Priority,Predicted Priority
2170,Environmental Law Violations,Chelsea,Environmental Law Violations Case - Chelsea,23.06.22,Pending,New York,01.07.23,24.04.24,27.05.24,Terrence Rodriguez,11,212,1.0,224.0,223.99999999999977
1616,Cyber Crime,Darlene,Cyber Crime Case - Darlene,02.07.22,Pending,Portland,30.01.24,08.08.24,23.09.24,Craig Hall,3,221,1.0,225.0,224.99999999999974
1197,Intellectual Property Violations,Kimberly,Intellectual Property Violations Case - Kimberly,26.06.22,Pending,New York,10.10.23,,,Courtney Williams,10,215,0.0,225.0,224.99999999999977
2304,Drug Trafficking,Jose,Drug Trafficking Case - Jose,20.06.22,Pending,Phoenix,24.08.24,03.10.24,26.12.24,Martin Hale,15,209,1.0,225.0,224.99999999999977
1986,White-Collar Crime,Paul,White-Collar Crime Case - Paul,28.06.22,Pending,Louisville,15.07.22,02.12.22,19.05.23,Adam Patterson,7,217,1.0,225.0,224.99999999999977
2037,Major Thefts,Abigail,Major Thefts Case - Abigail,26.06.22,Pending,Indianapolis,03.10.22,09.09.23,01.11.23,Frank Huerta,9,215,1.0,225.0,224.99999999999977
2931,Intellectual Property Violations,Cory,Intellectual Property Violations Case - Cory,25.06.22,Pending,Louisville,06.03.24,22.01.25,21.02.25,Henry Williams,10,214,1.0,225.0,224.99999999999977
1545,Intellectual Property Violations,Hannah,Intellectual Property Violations Case - Hannah,25.06.22,Pending,Baltimore,19.12.23,10.06.24,02.11.24,Donald Bright,10,214,1.0,225.0,224.99999999999977
2458,Organized Crime,William,Organized Crime Case - William,30.06.22,Pending,Houston,27.12.22,27.01.23,,Mr. Alexander Horton,6,219,0.5,225.5,225.49999999999974
755,Violent Crimes,Eileen,Violent Crimes Case - Eileen,29.06.22,Pending,San Antonio,16.06.24,,,Zachary Hendrix,8,218,0.0,226.0,225.99999999999974
1334,Cyber Crime,Natalie,Cyber Crime Case - Natalie,04.07.22,Pending,Milwaukee,24.11.22,,,Kevin Wood,3,223,0.0,226.0,225.99999999999974
1179,Drug Trafficking,Robert,Drug Trafficking Case - Robert,22.06.22,Pending,Nashville,08.09.23,,,Daniel Cooper,15,211,0.0,226.0,225.99999999999977
27,Intellectual Property Violations,Jason,Intellectual Property Violations Case - Jason,26.06.22,Pending,Philadelphia,24.06.24,14.08.24,25.10.24,Daniel Byrd,10,215,1.0,226.0,225.99999999999977
443,Violent Crimes,Megan,Violent Crimes Case - Megan,28.06.22,Pending,Portland,27.08.24,21.10.24,06.03.25,Marcus Brown,8,217,1.0,226.0,225.99999999999977
2416,Terrorism,Michael,Terrorism Case - Michael,07.07.22,Pending,Jacksonville,13.08.24,,,Darlene Guerrero,1,226,0.0,227.0,226.99999999999974
2865,Cyber Crime,James,Cyber Crime Case - James,05.07.22,Pending,Philadelphia,26.03.23,,,Chris Cohen,3,224,0.0,227.0,226.99999999999974
1060,Employment Law Disputes,Carrie,Employment Law Disputes Case - Carrie,26.06.22,Pending,Memphis,22.03.24,,,George Landry,12,215,0.0,227.0,226.99999999999977
1056,Major Thefts,Jimmy,Major Thefts Case - Jimmy,30.06.22,Pending,Washington,01.08.24,,,Michelle Reynolds,9,219,0.0,228.0,227.99999999999974
584,Securities Fraud,Kathleen,Securities Fraud Case - Kathleen,24.06.22,Pending,Dallas,05.04.24,09.03.25,19.06.25,Brianna Mclaughlin,14,213,1.0,228.0,227.99999999999977
1612,Immigration Law Cases,Diane,Immigration Law Cases Case - Diane,25.06.22,Pending,Las Vegas,10.09.23,23.03.24,16.04.24,Michael Gomez,13,214,1.0,228.0,227.99999999999977
582,Environmental Law Violations,Matthew,Environmental Law Violations Case - Matthew,28.06.22,Pending,Las Vegas,24.08.24,,,Shannon Swanson,11,217,0.0,228.0,227.99999999999977
864,Employment Law Disputes,Danielle,Employment Law Disputes Case - Danielle,26.06.22,Pending,Nashville,10.06.24,18.08.24,29.12.24,Shannon Swanson,12,215,1.0,228.0,227.99999999999977
2483,Intellectual Property Violations,Curtis,Intellectual Property Violations Case - Curtis,29.06.22,Pending,Portland,28.01.23,17.04.23,,Melanie Fischer,10,218,0.5,228.5,228.49999999999974
2601,Cyber Crime,Rebecca,Cyber Crime Case - Rebecca,07.07.22,Pending,San Jose,25.06.23,,,Mark Chambers,3,226,0.0,229.0,228.99999999999974
2843,Immigration Law Cases,Amanda,Immigration Law Cases Case - Amanda,26.06.22,Pending,San Francisco,01.07.22,30.10.22,27.04.23,Craig Hall,13,215,1.0,229.0,228.99999999999977
1175,Employment Law Disputes,Amanda,Employment Law Disputes Case - Amanda,27.06.22,Pending,Nashville,21.03.24,08.03.25,23.05.25,Peter Smith,12,216,1.0,229.0,228.99999999999977
678,Employment Law Disputes,Kendra,Employment Law Disputes Case - Kendra,27.06.22,Pending,Jacksonville,16.09.22,27.04.23,07.06.23,Mary Brown,12,216,1.0,229.0,228.99999999999977
69,Intellectual Property Violations,Brianna,Intellectual Property Violations Case - Brianna,30.06.22,Pending,San Francisco,17.03.23,19.02.24,,Mrs. Cynthia Garcia,10,219,0.5,229.5,229.49999999999974
37,Securities Fraud,Benjamin,Securities Fraud Case - Benjamin,26.06.22,Pending,Indianapolis,09.07.23,26.03.24,,Isaac Romero,14,215,0.5,229.5,229.49999999999977
1485,Violent Crimes,Richard,Violent Crimes Case - Richard,03.07.22,Pending,Washington,05.11.22,19.03.23,,Darius Strickland,8,222,0.5,230.5,230.49999999999974
1104,Civil Rights,Elizabeth,Civil Rights Case - Elizabeth,06.07.22,Pending,Las Vegas,21.01.23,15.04.23,,Charles Johnson,5,225,0.5,230.5,230.49999999999974
2848,Drug Trafficking,John,Drug Trafficking Case - John,26.06.22,Pending,San Jose,14.02.24,07.07.24,26.11.24,Laura Price,15,215,1.0,231.0,230.99999999999977
1799,Immigration Law Cases,Aaron,Immigration Law Cases Case - Aaron,28.06.22,Pending,Los Angeles,13.10.23,05.04.24,15.07.24,David Orozco,13,217,1.0,231.0,230.99999999999977
2381,Terrorism,Debbie,Terrorism Case - Debbie,12.07.22,Pending,Louisville,30.08.22,,,Robert Johnson,1,231,0.0,232.0,231.99999999999974
1126,White-Collar Crime,Joseph,White-Collar Crime Case - Joseph,05.07.22,Pending,Indianapolis,30.03.24,04.10.24,01.01.25,Lisa Bray,7,224,1.0,232.0,231.99999999999974
1522,Organized Crime,Tricia,Organized Crime Case - Tricia,06.07.22,Pending,San Antonio,20.07.24,08.02.25,09.03.25,Sean Perkins,6,225,1.0,232.0,231.99999999999974
390,Public Corruption,Stacey,Public Corruption Case - Stacey,09.07.22,Pending,Philadelphia,18.09.24,04.08.25,,Denise Williams,4,228,0.5,232.5,232.49999999999974
1711,Employment Law Disputes,Rodney,Employment Law Disputes Case - Rodney,01.07.22,Pending,San Diego,25.03.24,17.06.24,06.12.24,Courtney Williams,12,220,1.0,233.0,232.99999999999974
771,Terrorism,Edwin,Terrorism Case - Edwin,12.07.22,Pending,Houston,23.09.24,27.11.24,16.04.25,Wendy Burke,1,231,1.0,233.0,232.99999999999974
2085,Major Thefts,Troy,Major Thefts Case - Troy,06.07.22,Pending,San Antonio,01.08.22,,,Bailey Foster,9,225,0.0,234.0,233.99999999999974
298,Civil Rights,James,Civil Rights Case - James,10.07.22,Pending,Milwaukee,23.11.23,,,Jessica Holland MD,5,229,0.0,234.0,233.99999999999974
2800,Terrorism,Joseph,Terrorism Case - Joseph,14.07.22,Pending,Denver,10.06.24,,,Tammie Ortega,1,233,0.0,234.0,233.99999999999974
2181,Employment Law Disputes,Ronnie,Employment Law Disputes Case - Ronnie,02.07.22,Pending,Fort Worth,20.03.24,12.01.25,08.07.25,Teresa Garcia,12,221,1.0,234.0,233.99999999999974
563,Terrorism,Anthony,Terrorism Case - Anthony,14.07.22,Pending,Austin,20.09.22,24.06.23,29.11.23,Shane Yang,1,233,1.0,235.0,234.99999999999974
1269,Major Thefts,Michael,Major Thefts Case - Michael,07.07.22,Pending,Houston,21.05.24,,,Brianna Mclaughlin,9,226,0.0,235.0,234.99999999999974
327,Cyber Crime,Carl,Cyber Crime Case - Carl,13.07.22,Pending,Detroit,20.02.24,19.03.24,27.04.24,Ellen Brown,3,232,1.0,236.0,235.99999999999974
2208,Organized Crime,Shawn,Organized Crime Case - Shawn,11.07.22,Pending,San Francisco,27.04.24,,,Brianna Mclaughlin,6,230,0.0,236.0,235.99999999999974
1491,Employment Law Disputes,Kenneth,Employment Law Disputes Case - Kenneth,06.07.22,Pending,Las Vegas,14.05.24,,,Miss Holly Richardson DDS,12,225,0.0,237.0,236.99999999999974
2383,Civil Rights,Cindy,Civil Rights Case - Cindy,13.07.22,Pending,Indianapolis,14.03.23,,,Christopher Becker,5,232,0.0,237.0,236.99999999999974
2291,White-Collar Crime,Rita,White-Collar Crime Case - Rita,11.07.22,Pending,Seattle,19.02.24,01.09.24,25.12.24,William Edwards,7,230,1.0,238.0,237.99999999999974
2298,Drug Trafficking,Garrett,Drug Trafficking Case - Garrett,04.07.22,Pending,Memphis,23.08.23,,,Rebecca Conley,15,223,0.0,238.0,237.99999999999974
377,Counterintelligence,Douglas,Counterintelligence Case - Douglas,16.07.22,Pending,Washington,21.05.24,14.12.24,22.04.25,Ronald Bright,2,235,1.0,238.0,237.99999999999974
1786,Drug Trafficking,Mark,Drug Trafficking Case - Mark,04.07.22,Pending,Oklahoma City,01.09.23,,,Malik Sherman,15,223,0.0,238.0,237.99999999999974
2433,Cyber Crime,Samuel,Cyber Crime Case - Samuel,16.07.22,Pending,Los Angeles,17.02.24,,,Ricardo Suarez,3,235,0.0,238.0,237.99999999999974
2625,Organized Crime,Ryan,Organized Crime Case - Ryan,13.07.22,Pending,Nashville,23.03.24,,,Michael Gomez,6,232,0.0,238.0,237.99999999999974
1824,Intellectual Property Violations,Dawn,Intellectual Property Violations Case - Dawn,08.07.22,Pending,Houston,02.07.23,19.10.23,30.10.23,Mary Rowland,10,227,1.0,238.0,237.99999999999974
1075,Violent Crimes,Michael,Violent Crimes Case - Michael,11.07.22,Pending,Houston,08.10.23,21.10.23,,Philip Carpenter,8,230,0.5,238.5,238.49999999999974
1608,Violent Crimes,Elizabeth,Violent Crimes Case - Elizabeth,12.07.22,Pending,Louisville,31.10.22,,,Amy Bell,8,231,0.0,239.0,238.99999999999974
2465,Civil Rights,Theresa,Civil Rights Case - Theresa,15.07.22,Pending,Baltimore,09.11.23,12.11.23,,Kevin Davis,5,234,0.5,239.5,239.49999999999974
1375,Major Thefts,Patrick,Major Thefts Case - Patrick,11.07.22,Pending,Dallas,04.12.23,09.01.24,,Charles Johnson,9,230,0.5,239.5,239.49999999999974
304,Major Thefts,Cynthia,Major Thefts Case - Cynthia,12.07.22,Pending,Oklahoma City,07.11.23,,,Shannon Swanson,9,231,0.0,240.0,239.99999999999974
2414,Major Thefts,Katherine,Major Thefts Case - Katherine,12.07.22,Pending,Columbus,18.03.23,,,Jennifer Avery,9,231,0.0,240.0,239.99999999999974
1751,Organized Crime,Derek,Organized Crime Case - Derek,14.07.22,Pending,Milwaukee,08.08.22,31.05.23,27.08.23,Gregory Sanchez,6,233,1.0,240.0,239.99999999999974
1010,Violent Crimes,Michael,Violent Crimes Case - Michael,12.07.22,Pending,Nashville,17.11.23,07.11.24,28.12.24,Caleb Johnson,8,231,1.0,240.0,239.99999999999974
2693,Cyber Crime,Amy,Cyber Crime Case - Amy,17.07.22,Pending,Baltimore,27.07.24,23.08.24,24.10.24,Jennifer Rodriguez,3,236,1.0,240.0,239.99999999999974
485,Environmental Law Violations,Julie,Environmental Law Violations Case - Julie,11.07.22,Pending,Milwaukee,22.05.23,04.10.23,14.03.24,Grace Frazier,11,230,1.0,242.0,241.99999999999974
685,Drug Trafficking,Amber,Drug Trafficking Case - Amber,07.07.22,Pending,Boston,23.10.22,11.06.23,15.09.23,Mary Rowland,15,226,1.0,242.0,241.99999999999974
1547,Immigration Law Cases,Justin,Immigration Law Cases Case - Justin,09.07.22,Pending,Memphis,23.05.23,20.11.23,28.11.23,Timothy Lawrence,13,228,1.0,242.0,241.99999999999974
1286,White-Collar Crime,Kenneth,White-Collar Crime Case - Kenneth,15.07.22,Pending,Milwaukee,15.09.23,10.12.23,10.12.23,Craig Hall,7,234,1.0,242.0,241.99999999999974
2589,Major Thefts,Sean,Major Thefts Case - Sean,13.07.22,Pending,Detroit,24.09.24,05.07.25,21.12.25,Vanessa King,9,232,1.0,242.0,241.99999999999974
2972,Major Thefts,Jordan,Major Thefts Case - Jordan,14.07.22,Pending,Jacksonville,15.06.24,17.08.24,,Philip Carpenter,9,233,0.5,242.5,242.49999999999974
1932,White-Collar Crime,Jeff,White-Collar Crime Case - Jeff,16.07.22,Pending,Phoenix,27.06.24,15.08.24,26.12.24,Nathaniel Walton,7,235,1.0,243.0,242.99999999999974
1789,White-Collar Crime,Connor,White-Collar Crime Case - Connor,17.07.22,Pending,Washington,31.08.22,27.12.22,20.01.23,Eric Murphy,7,236,1.0,244.0,243.99999999999974
2782,Civil Rights,Shelly,Civil Rights Case - Shelly,19.07.22,Pending,Milwaukee,02.02.24,03.01.25,10.04.25,Elizabeth Carson,5,238,1.0,244.0,243.99999999999974
1807,Violent Crimes,Beth,Violent Crimes Case - Beth,17.07.22,Pending,San Diego,18.11.22,11.06.23,12.10.23,Daniel Taylor,8,236,1.0,245.0,244.99999999999974
535,Intellectual Property Violations,Jose,Intellectual Property Violations Case - Jose,16.07.22,Pending,Charlotte,16.02.24,,,Katherine Hancock,10,235,0.0,245.0,244.99999999999974
900,Securities Fraud,Manuel,Securities Fraud Case - Manuel,12.07.22,Pending,Louisville,02.07.23,24.05.24,,Daniel Shah,14,231,0.5,245.5,245.49999999999974
1290,Violent Crimes,Samuel,Violent Crimes Case - Samuel,18.07.22,Pending,Jacksonville,04.01.24,09.04.24,,Vanessa King,8,237,0.5,245.5,245.49999999999974
1634,Organized Crime,Beth,Organized Crime Case - Beth,21.07.22,Pending,Boston,18.05.23,,,Kevin Williamson,6,240,0.0,246.0,245.99999999999974
20,Environmental Law Violations,Victor,Environmental Law Violations Case - Victor,15.07.22,Pending,Dallas,09.02.23,13.04.23,03.10.23,Philip Carpenter,11,234,1.0,246.0,245.99999999999974
1214,Environmental Law Violations,Kevin,Environmental Law Violations Case - Kevin,15.07.22,Pending,Indianapolis,10.08.22,17.04.23,05.06.23,John Maxwell,11,234,1.0,246.0,245.99999999999974
336,Terrorism,Justin,Terrorism Case - Justin,26.07.22,Pending,Charlotte,23.08.24,18.01.25,18.01.25,Mark Chambers,1,245,1.0,247.0,246.99999999999972
1550,Organized Crime,Jamie,Organized Crime Case - Jamie,21.07.22,Pending,Las Vegas,16.05.23,01.02.24,31.07.24,Timothy Singh MD,6,240,1.0,247.0,246.99999999999974
160,White-Collar Crime,Mitchell,White-Collar Crime Case - Mitchell,21.07.22,Pending,Phoenix,26.09.23,23.04.24,28.06.24,Alicia Johnson,7,240,1.0,248.0,247.99999999999974
296,Violent Crimes,Austin,Violent Crimes Case - Austin,20.07.22,Pending,San Diego,10.06.23,03.01.24,09.04.24,Blake Diaz,8,239,1.0,248.0,247.99999999999974
1586,Major Thefts,Natalie,Major Thefts Case - Natalie,19.07.22,Pending,Nashville,26.07.22,13.12.22,05.01.23,Jeremy Burnett,9,238,1.0,248.0,247.99999999999974
2847,Intellectual Property Violations,Danielle,Intellectual Property Violations Case - Danielle,18.07.22,Pending,San Antonio,10.10.23,06.11.23,18.04.24,Joshua Nichols,10,237,1.0,248.0,247.99999999999974
1798,Drug Trafficking,Michael,Drug Trafficking Case - Michael,13.07.22,Pending,Jacksonville,05.05.24,31.05.24,10.07.24,Scott Jackson,15,232,1.0,248.0,247.99999999999974
264,Employment Law Disputes,Jessica,Employment Law Disputes Case - Jessica,16.07.22,Pending,Austin,18.03.23,27.12.23,23.03.24,Melanie Boyer,12,235,1.0,248.0,247.99999999999974
2817,Employment Law Disputes,Nancy,Employment Law Disputes Case - Nancy,17.07.22,Pending,Charlotte,02.11.24,10.03.25,,Cameron Fields,12,236,0.5,248.5,248.49999999999974
392,Drug Trafficking,Kylie,Drug Trafficking Case - Kylie,14.07.22,Pending,Denver,13.10.24,13.02.25,,Kari Price,15,233,0.5,248.5,248.49999999999974
2882,Employment Law Disputes,Lauren,Employment Law Disputes Case - Lauren,17.07.22,Pending,Columbus,04.03.24,23.09.24,24.10.24,Darius Strickland,12,236,1.0,249.0,248.99999999999974
2781,Immigration Law Cases,Dana,Immigration Law Cases Case - Dana,17.07.22,Pending,Memphis,15.11.23,,,Thomas Morgan,13,236,0.0,249.0,248.99999999999974
570,Immigration Law Cases,Michelle,Immigration Law Cases Case - Michelle,16.07.22,Pending,Portland,15.07.24,10.08.24,13.09.24,Cameron Peterson,13,235,1.0,249.0,248.99999999999974
501,White-Collar Crime,Laura,White-Collar Crime Case - Laura,23.07.22,Pending,Philadelphia,14.01.23,20.11.23,,Darius Strickland,7,242,0.5,249.5,249.49999999999974
185,Major Thefts,Allison,Major Thefts Case - Allison,21.07.22,Pending,San Francisco,10.07.23,10.04.24,08.09.24,David Henson,9,240,1.0,250.0,249.99999999999974
2686,Immigration Law Cases,Abigail,Immigration Law Cases Case - Abigail,17.07.22,Pending,Houston,16.12.23,04.07.24,23.09.24,David Hill,13,236,1.0,250.0,249.99999999999974
1662,Cyber Crime,Nathaniel,Cyber Crime Case - Nathaniel,28.07.22,Pending,Boston,15.08.24,04.04.25,,Christopher Stevens,3,247,0.5,250.5,250.49999999999972
688,Intellectual Property Violations,Hannah,Intellectual Property Violations Case - Hannah,21.07.22,Pending,San Antonio,01.09.23,20.05.24,,Heather Lamb,10,240,0.5,250.5,250.49999999999974
913,Organized Crime,Andrea,Organized Crime Case - Andrea,25.07.22,Pending,Fort Worth,08.08.24,15.03.25,08.04.25,Joy Cole,6,244,1.0,251.0,250.99999999999972
2445,Intellectual Property Violations,Peter,Intellectual Property Violations Case - Peter,21.07.22,Pending,Portland,25.03.23,31.08.23,11.11.23,Jamie Marsh,10,240,1.0,251.0,250.99999999999974
1067,Immigration Law Cases,Barbara,Immigration Law Cases Case - Barbara,18.07.22,Pending,Phoenix,12.11.23,03.03.24,30.03.24,Rachel Russell,13,237,1.0,251.0,250.99999999999974
937,Environmental Law Violations,David,Environmental Law Violations Case - David,21.07.22,Pending,Seattle,06.04.24,,,Kari Price,11,240,0.0,251.0,250.99999999999974
2358,Immigration Law Cases,Austin,Immigration Law Cases Case - Austin,20.07.22,Pending,Washington,27.09.22,,,Kelsey Richardson,13,239,0.0,252.0,251.99999999999974
2898,Terrorism,Andre,Terrorism Case - Andre,01.08.22,Pending,Charlotte,31.05.23,21.04.24,,Kelsey Lopez,1,251,0.5,252.5,252.49999999999972
2379,Public Corruption,Troy,Public Corruption Case - Troy,30.07.22,Pending,San Francisco,15.04.23,,,Philip Carpenter,4,249,0.0,253.0,252.99999999999972
2908,Organized Crime,Bradley,Organized Crime Case - Bradley,27.07.22,Pending,Charlotte,06.11.23,22.08.24,14.10.24,Brad Campbell,6,246,1.0,253.0,252.99999999999972
2657,Terrorism,Jason,Terrorism Case - Jason,01.08.22,Pending,Las Vegas,11.11.23,06.05.24,08.09.24,Darren Steele,1,251,1.0,253.0,252.99999999999972
2954,Securities Fraud,Allison,Securities Fraud Case - Allison,20.07.22,Pending,San Francisco,22.11.23,,,David Ford,14,239,0.0,253.0,252.99999999999974
1606,Employment Law Disputes,Shannon,Employment Law Disputes Case - Shannon,22.07.22,Pending,Nashville,26.09.22,,,Mary Brown,12,241,0.0,253.0,252.99999999999974
1693,Public Corruption,Antonio,Public Corruption Case - Antonio,30.07.22,Pending,New York,08.10.23,28.01.24,,Greg Dixon,4,249,0.5,253.5,253.49999999999972
2668,Major Thefts,Brenda,Major Thefts Case - Brenda,26.07.22,Pending,Oklahoma City,05.10.24,,,Zachary Hines,9,245,0.0,254.0,253.99999999999972
233,Organized Crime,Jeffrey,Organized Crime Case - Jeffrey,29.07.22,Pending,New York,17.06.23,31.07.23,02.01.24,Whitney King,6,248,1.0,255.0,254.99999999999972
712,Immigration Law Cases,Oscar,Immigration Law Cases Case - Oscar,22.07.22,Pending,Columbus,08.11.23,20.12.23,25.01.24,Justin Rogers,13,241,1.0,255.0,254.99999999999974
598,Immigration Law Cases,Paul,Immigration Law Cases Case - Paul,22.07.22,Pending,San Jose,21.12.23,16.08.24,02.10.24,Miss Teresa Trevino,13,241,1.0,255.0,254.99999999999974
2378,Violent Crimes,Charles,Violent Crimes Case - Charles,28.07.22,Pending,San Antonio,16.09.22,30.07.23,,Ashley Fletcher,8,247,0.5,255.5,255.49999999999972
2532,Organized Crime,Angela,Organized Crime Case - Angela,31.07.22,Pending,Los Angeles,21.08.22,,,Kevin Skinner,6,250,0.0,256.0,255.99999999999972
218,Public Corruption,Christopher,Public Corruption Case - Christopher,01.08.22,Pending,Dallas,17.07.23,10.11.23,10.01.24,David Orozco,4,251,1.0,256.0,255.99999999999972
1875,Environmental Law Violations,George,Environmental Law Violations Case - George,26.07.22,Pending,Phoenix,02.02.24,,,Karen Lamb,11,245,0.0,256.0,255.99999999999972
2281,Major Thefts,Malik,Major Thefts Case - Malik,27.07.22,Pending,Milwaukee,12.06.23,06.01.24,28.02.24,Amy Ramirez,9,246,1.0,256.0,255.99999999999972
2272,Securities Fraud,Laura,Securities Fraud Case - Laura,23.07.22,Pending,Indianapolis,23.03.23,21.11.23,,Hannah Bishop,14,242,0.5,256.5,256.4999999999997
241,Counterintelligence,Malik,Counterintelligence Case - Malik,04.08.22,Pending,Oklahoma City,14.11.24,27.04.25,,Robert Johnson,2,254,0.5,256.5,256.4999999999997
2673,Environmental Law Violations,Jennifer,Environmental Law Violations Case - Jennifer,26.07.22,Pending,San Antonio,31.07.24,15.09.24,,Elizabeth Carson,11,245,0.5,256.5,256.4999999999997
1681,Intellectual Property Violations,Robert,Intellectual Property Violations Case - Robert,28.07.22,Pending,Austin,11.05.24,,,Dorothy Horton,10,247,0.0,257.0,256.9999999999997
1394,White-Collar Crime,Daisy,White-Collar Crime Case - Daisy,30.07.22,Pending,Las Vegas,20.03.24,23.01.25,04.06.25,Melissa Bailey,7,249,1.0,257.0,256.9999999999997
974,Counterintelligence,Martin,Counterintelligence Case - Martin,04.08.22,Pending,Los Angeles,19.08.23,16.12.23,15.05.24,Bryan Simpson,2,254,1.0,257.0,256.9999999999997
602,Major Thefts,Brandon,Major Thefts Case - Brandon,29.07.22,Pending,Washington,21.11.22,21.01.23,,Amy Ramirez,9,248,0.5,257.5,257.4999999999997
2858,Violent Crimes,Peter,Violent Crimes Case - Peter,31.07.22,Pending,Phoenix,18.11.22,,,Heather Lamb,8,250,0.0,258.0,257.9999999999997
1042,Violent Crimes,Arthur,Violent Crimes Case - Arthur,30.07.22,Pending,Memphis,04.05.23,04.07.23,15.07.23,Michael Morales,8,249,1.0,258.0,257.9999999999997
2662,Major Thefts,Adam,Major Thefts Case - Adam,29.07.22,Pending,Denver,18.08.23,25.05.24,21.10.24,Laura Price,9,248,1.0,258.0,257.9999999999997
209,Cyber Crime,Tony,Cyber Crime Case - Tony,04.08.22,Pending,New York,27.01.24,09.03.24,29.07.24,Kevin Phelps,3,254,1.0,258.0,257.9999999999997
1904,Securities Fraud,Tammy,Securities Fraud Case - Tammy,25.07.22,Pending,Indianapolis,10.05.24,,,Melissa Murray,14,244,0.0,258.0,257.9999999999997
59,Immigration Law Cases,Jason,Immigration Law Cases Case - Jason,26.07.22,Pending,Seattle,22.09.24,,,Elizabeth Carson,13,245,0.0,258.0,257.9999999999997
124,Drug Trafficking,Veronica,Drug Trafficking Case - Veronica,24.07.22,Pending,Milwaukee,09.11.23,,,Frank Huerta,15,243,0.0,258.0,257.9999999999998
2364,White-Collar Crime,Wayne,White-Collar Crime Case - Wayne,01.08.22,Pending,Philadelphia,26.02.23,03.01.24,,Mr. Michael Lewis PhD,7,251,0.5,258.5,258.4999999999997
321,Securities Fraud,Tony,Securities Fraud Case - Tony,25.07.22,Pending,Chicago,19.02.23,01.12.23,,Sara Green,14,244,0.5,258.5,258.4999999999997
581,Cyber Crime,Sherry,Cyber Crime Case - Sherry,06.08.22,Pending,Dallas,15.07.24,06.10.24,,Paula Powers,3,256,0.5,259.5,259.4999999999997
2012,Securities Fraud,James,Securities Fraud Case - James,26.07.22,Pending,Memphis,30.09.24,25.11.24,06.02.25,Traci Donovan,14,245,1.0,260.0,259.9999999999997
2065,Immigration Law Cases,Shannon,Immigration Law Cases Case - Shannon,28.07.22,Pending,Louisville,10.06.24,,,Dr. Denise Flores,13,247,0.0,260.0,259.9999999999997
272,Securities Fraud,Brian,Securities Fraud Case - Brian,27.07.22,Pending,San Antonio,08.06.23,,,Samantha Sanders,14,246,0.0,260.0,259.9999999999997
505,White-Collar Crime,Joshua,White-Collar Crime Case - Joshua,02.08.22,Pending,Detroit,24.05.24,24.09.24,22.02.25,Benjamin Cunningham,7,252,1.0,260.0,259.9999999999997
850,Cyber Crime,Denise,Cyber Crime Case - Denise,07.08.22,Pending,Austin,26.01.23,30.08.23,,Samantha Sanders,3,257,0.5,260.5,260.4999999999997
2734,Major Thefts,Harry,Major Thefts Case - Harry,01.08.22,Pending,Fort Worth,17.10.24,17.07.25,20.12.25,Tammy Mendoza,9,251,1.0,261.0,260.9999999999997
673,Immigration Law Cases,Erika,Immigration Law Cases Case - Erika,29.07.22,Pending,Philadelphia,22.03.24,,,Alicia Tucker,13,248,0.0,261.0,260.9999999999997
593,Securities Fraud,Ariana,Securities Fraud Case - Ariana,27.07.22,Pending,Los Angeles,29.01.23,19.12.23,20.01.24,Miss Teresa Trevino,14,246,1.0,261.0,260.9999999999997
783,Civil Rights,Robin,Civil Rights Case - Robin,05.08.22,Pending,Milwaukee,08.01.23,29.11.23,31.12.23,Jordan Lee,5,255,1.0,261.0,260.9999999999997
2310,Counterintelligence,Frances,Counterintelligence Case - Frances,09.08.22,Pending,Louisville,30.11.23,,,Caleb Johnson,2,259,0.0,261.0,260.9999999999997
28,Intellectual Property Violations,Darin,Intellectual Property Violations Case - Darin,31.07.22,Pending,Phoenix,03.05.24,18.06.24,23.09.24,Stephanie Waters,10,250,1.0,261.0,260.9999999999997
2841,Immigration Law Cases,Dylan,Immigration Law Cases Case - Dylan,28.07.22,Pending,San Francisco,04.03.24,25.02.25,25.06.25,Ellen Brown,13,247,1.0,261.0,260.9999999999997
1158,White-Collar Crime,Jose,White-Collar Crime Case - Jose,04.08.22,Pending,Nashville,31.10.22,12.04.23,,Tammie Ortega,7,254,0.5,261.5,261.4999999999997
2144,Cyber Crime,Steven,Cyber Crime Case - Steven,08.08.22,Pending,Baltimore,18.08.24,28.04.25,15.08.25,Joshua Nichols,3,258,1.0,262.0,261.9999999999997
530,Securities Fraud,Autumn,Securities Fraud Case - Autumn,28.07.22,Pending,New York,11.08.24,02.07.25,15.08.25,Alicia Tucker,14,247,1.0,262.0,261.9999999999997
1898,White-Collar Crime,Patricia,White-Collar Crime Case - Patricia,04.08.22,Pending,Phoenix,08.09.23,13.04.24,18.04.24,Michael Gomez,7,254,1.0,262.0,261.9999999999997
987,Cyber Crime,Robert,Cyber Crime Case - Robert,09.08.22,Pending,Portland,12.09.23,,,Karen Lamb,3,259,0.0,262.0,261.9999999999997
853,Employment Law Disputes,Douglas,Employment Law Disputes Case - Douglas,30.07.22,Pending,Jacksonville,29.02.24,25.03.24,05.09.24,Darren Steele,12,249,1.0,262.0,261.9999999999997
1202,Public Corruption,Raven,Public Corruption Case - Raven,08.08.22,Pending,Milwaukee,28.10.24,22.11.24,18.04.25,Daniel Shah,4,258,1.0,263.0,262.9999999999997
