Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge,Case Type Priority,Case Age,Scheduled Hearings,Overall Priority
211,Public Corruption,Harold,Public Corruption Case - Harold,2022-11-25,Closed,Denver,2024-04-06,2024-12-08,2025-04-22,Dawn Barron,4,0.49726027397260275,1.0,5.497260273972603
1767,Public Corruption,Eric,Public Corruption Case - Eric,2022-11-18,Closed,Columbus,2023-10-12,2024-07-29,2025-01-24,Anthony Guerra,4,0.5068493150684932,1.0,5.506849315068493
1568,Public Corruption,Alyssa,Public Corruption Case - Alyssa,2022-11-08,Closed,Houston,2024-04-15,2024-11-30,2024-12-11,Christopher Santiago,4,0.5205479452054794,1.0,5.52054794520548
511,Public Corruption,Jeff,Public Corruption Case - Jeff,2022-10-29,Closed,Milwaukee,2022-10-30,2023-07-15,2023-11-07,Kathryn Ball,4,0.5342465753424658,1.0,5.534246575342466
732,Public Corruption,Juan,Public Corruption Case - Juan,2022-10-17,Closed,Portland,2023-04-28,2023-12-15,2024-02-18,Kathryn Ball,4,0.5506849315068493,1.0,5.550684931506849
1891,Public Corruption,Carol,Public Corruption Case - Carol,2022-10-16,Closed,Detroit,2023-08-29,2024-07-21,2024-07-24,Lisa James,4,0.552054794520548,1.0,5.552054794520548
1499,Public Corruption,Samuel,Public Corruption Case - Samuel,2022-10-14,Closed,Columbus,2024-10-14,2024-10-15,2025-02-22,Jennifer Meadows,4,0.5547945205479452,1.0,5.554794520547945
774,Civil Rights,Monica,Civil Rights Case - Monica,2022-10-12,Closed,Los Angeles,2023-08-10,,,Joanna Frazier,5,0.5575342465753425,0.0,5.557534246575343
1918,Civil Rights,Jason,Civil Rights Case - Jason,2022-10-02,Closed,San Antonio,2023-06-09,,,Jill English,5,0.5712328767123288,0.0,5.571232876712329
240,Public Corruption,Emily,Public Corruption Case - Emily,2022-09-23,Closed,Louisville,2024-01-29,2024-11-25,2025-02-17,Rebecca Daniels,4,0.5835616438356165,1.0,5.583561643835616
1814,Public Corruption,Tracey,Public Corruption Case - Tracey,2022-09-21,Closed,Charlotte,2022-11-10,2023-08-07,2023-10-15,Steven Green,4,0.5863013698630137,1.0,5.586301369863014
520,Public Corruption,Jennifer,Public Corruption Case - Jennifer,2022-09-19,Closed,San Jose,2024-05-12,2025-01-25,2025-05-13,Donald Maxwell,4,0.589041095890411,1.0,5.589041095890411
1821,Civil Rights,Kenneth,Civil Rights Case - Kenneth,2022-09-15,Closed,Oklahoma City,2022-12-24,,,Todd Washington,5,0.5945205479452055,0.0,5.594520547945206
39,Public Corruption,Brandi,Public Corruption Case - Brandi,2022-09-11,Closed,San Francisco,2024-04-17,2024-11-26,2025-03-01,Ralph Taylor,4,0.6,1.0,5.6
562,Civil Rights,Joseph,Civil Rights Case - Joseph,2023-09-08,Closed,Louisville,2024-08-01,2025-03-29,,Andrew Dawson,5,0.10410958904109589,0.5,5.604109589041096
1296,Public Corruption,Jason,Public Corruption Case - Jason,2022-09-07,Closed,Nashville,2023-02-03,2024-01-01,2024-03-10,James Bailey,4,0.6054794520547945,1.0,5.605479452054794
1351,Civil Rights,Susan,Civil Rights Case - Susan,2022-09-01,Closed,Jacksonville,2024-07-06,,,Kelly Lawson,5,0.6136986301369863,0.0,5.6136986301369864
1809,Civil Rights,Kimberly,Civil Rights Case - Kimberly,2023-08-26,Closed,Memphis,2024-07-17,2025-01-21,,Michael Golden,5,0.12191780821917808,0.5,5.6219178082191785
320,Public Corruption,Sara,Public Corruption Case - Sara,2022-08-25,Closed,Houston,2023-12-28,2024-11-11,2025-04-28,Michael Golden,4,0.6232876712328768,1.0,5.623287671232877
1178,Civil Rights,Benjamin,Civil Rights Case - Benjamin,2023-08-09,Closed,San Jose,2024-01-25,2024-06-27,,Alex Shaw,5,0.14520547945205478,0.5,5.645205479452055
1092,Civil Rights,Alexandra,Civil Rights Case - Alexandra,2023-08-07,Closed,Jacksonville,2024-08-07,2025-01-28,,Joyce Gill,5,0.14794520547945206,0.5,5.647945205479452
600,Civil Rights,Tonya,Civil Rights Case - Tonya,2022-08-05,Closed,Los Angeles,2024-09-27,,,Daniel Porter,5,0.6506849315068494,0.0,5.6506849315068495
682,Civil Rights,Mike,Civil Rights Case - Mike,2022-08-04,Closed,Columbus,2023-04-01,,,Ronald Ross,5,0.6520547945205479,0.0,5.652054794520548
557,Public Corruption,Sandy,Public Corruption Case - Sandy,2022-07-21,Closed,Jacksonville,2024-10-13,2025-02-16,2025-05-21,Jason Taylor,4,0.6712328767123288,1.0,5.671232876712329
101,Civil Rights,Katrina,Civil Rights Case - Katrina,2022-07-20,Closed,San Antonio,2024-03-28,,,Edward Hunter,5,0.6726027397260274,0.0,5.6726027397260275
1225,Civil Rights,Holly,Civil Rights Case - Holly,2023-07-19,Closed,Louisville,2024-06-12,2024-08-04,,Dale Johnson,5,0.17397260273972603,0.5,5.673972602739726
1594,Civil Rights,Sandra,Civil Rights Case - Sandra,2022-07-18,Closed,Los Angeles,2024-04-05,,,Deborah Rubio,5,0.6753424657534246,0.0,5.675342465753425
864,Public Corruption,Amber,Public Corruption Case - Amber,2022-07-18,Closed,Houston,2024-11-13,2025-03-26,2025-03-27,Ralph Taylor,4,0.6753424657534246,1.0,5.675342465753425
612,Civil Rights,Lance,Civil Rights Case - Lance,2023-07-17,Closed,Nashville,2023-11-29,2024-05-26,,Mr. Jeremy Mack,5,0.17671232876712328,0.5,5.676712328767123
1471,Civil Rights,Marie,Civil Rights Case - Marie,2022-07-06,Closed,Portland,2023-01-25,,,Steven Gill,5,0.6917808219178082,0.0,5.691780821917808
509,Civil Rights,Richard,Civil Rights Case - Richard,2023-06-26,Closed,Chicago,2023-07-23,2023-10-06,,Philip Alvarado,5,0.2054794520547945,0.5,5.705479452054795
1040,Public Corruption,Christopher,Public Corruption Case - Christopher,2022-06-20,Closed,Houston,2023-02-07,2023-08-14,2023-10-04,Joshua Banks,4,0.7136986301369863,1.0,5.713698630136986
1551,Public Corruption,Andre,Public Corruption Case - Andre,2022-06-11,Closed,Dallas,2023-12-12,2024-08-30,2024-10-06,Joyce Gill,4,0.726027397260274,1.0,5.726027397260274
1855,Civil Rights,Kenneth,Civil Rights Case - Kenneth,2022-06-04,Closed,Phoenix,2023-06-04,,,Cynthia Cisneros,5,0.7356164383561644,0.0,5.735616438356164
1121,Civil Rights,Meghan,Civil Rights Case - Meghan,2022-05-26,Closed,Seattle,2023-09-20,,,Amanda Roberts,5,0.7479452054794521,0.0,5.747945205479452
95,Public Corruption,Luke,Public Corruption Case - Luke,2022-05-18,Closed,Dallas,2024-07-20,2024-09-10,2024-11-11,Lisa Brown,4,0.7589041095890411,1.0,5.758904109589041
1974,Civil Rights,Christopher,Civil Rights Case - Christopher,2023-05-14,Closed,Charlotte,2024-08-28,2024-09-22,,Andrew Singh,5,0.26438356164383564,0.5,5.764383561643836
1462,Public Corruption,Christopher,Public Corruption Case - Christopher,2022-05-08,Closed,Phoenix,2022-12-25,2023-03-16,2023-04-26,Nancy Hill,4,0.7726027397260274,1.0,5.772602739726027
229,Civil Rights,Rachel,Civil Rights Case - Rachel,2022-04-30,Closed,Oklahoma City,2022-10-15,,,Danielle Rodriguez,5,0.7835616438356164,0.0,5.7835616438356166
1494,Public Corruption,Brian,Public Corruption Case - Brian,2022-04-28,Closed,Los Angeles,2023-12-14,2024-05-22,2024-06-09,Rebecca Ruiz,4,0.7863013698630137,1.0,5.786301369863014
950,Civil Rights,Alyssa,Civil Rights Case - Alyssa,2022-04-22,Closed,Dallas,2023-04-20,,,Tonya Green,5,0.7945205479452054,0.0,5.794520547945205
137,Public Corruption,Steven,Public Corruption Case - Steven,2022-04-16,Closed,San Antonio,2022-10-30,2023-04-17,2023-06-10,Sarah Wyatt,4,0.8027397260273973,1.0,5.802739726027397
812,Public Corruption,Phyllis,Public Corruption Case - Phyllis,2022-04-15,Closed,Philadelphia,2023-11-20,2023-12-17,2024-03-25,Lisa Brown,4,0.8041095890410959,1.0,5.804109589041095
1227,Public Corruption,Robert,Public Corruption Case - Robert,2022-04-03,Closed,Milwaukee,2024-10-17,2025-10-04,2025-12-03,Jorge Bradley,4,0.8205479452054795,1.0,5.82054794520548
1192,Public Corruption,Maureen,Public Corruption Case - Maureen,2022-04-01,Closed,Denver,2023-03-11,2023-10-24,2023-11-22,Ralph Taylor,4,0.8232876712328767,1.0,5.823287671232877
494,Public Corruption,John,Public Corruption Case - John,2022-03-13,Closed,Chicago,2023-12-25,2024-03-24,2024-06-11,April Pineda,4,0.8493150684931506,1.0,5.8493150684931505
1660,Civil Rights,Dennis,Civil Rights Case - Dennis,2022-03-11,Closed,Houston,2024-01-28,,,Amanda Roberts,5,0.852054794520548,0.0,5.852054794520548
1677,Public Corruption,Sierra,Public Corruption Case - Sierra,2022-03-06,Closed,San Francisco,2024-03-30,2025-01-28,2025-04-15,Joyce Gill,4,0.8589041095890411,1.0,5.858904109589041
1678,Civil Rights,Michael,Civil Rights Case - Michael,2023-03-05,Closed,Charlotte,2024-03-04,2024-09-26,,Jorge Bradley,5,0.36027397260273974,0.5,5.86027397260274
619,Civil Rights,Christopher,Civil Rights Case - Christopher,2023-02-23,Closed,Las Vegas,2024-11-09,2025-01-16,,Jordan Gray,5,0.37397260273972605,0.5,5.873972602739726
333,Public Corruption,Kelly,Public Corruption Case - Kelly,2022-02-04,Closed,Los Angeles,2023-09-17,2024-05-24,2024-08-18,Lisa Ward,4,0.9,1.0,5.9
1208,Public Corruption,Savannah,Public Corruption Case - Savannah,2022-01-06,Closed,Columbus,2022-04-10,2022-04-17,2022-09-11,Jennifer Mcgrath,4,0.9397260273972603,1.0,5.93972602739726
1870,Public Corruption,Megan,Public Corruption Case - Megan,2022-01-03,Closed,Dallas,2023-07-26,2023-12-20,2024-02-08,Antonio Taylor,4,0.9438356164383561,1.0,5.943835616438356
85,Civil Rights,Melissa,Civil Rights Case - Melissa,2021-12-21,Closed,Columbus,2022-10-05,,,Dominic Santiago,5,0.9616438356164384,0.0,5.961643835616439
1199,Civil Rights,Ian,Civil Rights Case - Ian,2021-12-14,Closed,Charlotte,2023-02-02,,,Jessica May MD,5,0.9712328767123287,0.0,5.971232876712329
1583,Civil Rights,Bryan,Civil Rights Case - Bryan,2021-12-12,Closed,Seattle,2023-01-13,,,Michael Nguyen,5,0.9739726027397261,0.0,5.973972602739726
1776,Civil Rights,Derrick,Civil Rights Case - Derrick,2022-12-10,Closed,San Francisco,2023-02-22,2023-07-01,,Brittany Mahoney,5,0.4767123287671233,0.5,5.976712328767123
1868,Civil Rights,Diana,Civil Rights Case - Diana,2021-11-27,Closed,San Antonio,2022-09-03,,,Rose Lopez,5,0.9945205479452055,0.0,5.994520547945205
779,Public Corruption,Amanda,Public Corruption Case - Amanda,2021-11-26,Closed,Las Vegas,2023-04-05,2023-09-17,2023-09-27,Jeffrey Huerta,4,0.9958904109589041,1.0,5.995890410958904
529,Public Corruption,Kristie,Public Corruption Case - Kristie,2021-11-24,Closed,Austin,2023-09-26,2024-08-27,2024-11-01,Michael Rodriguez,4,0.9986301369863013,1.0,5.998630136986302
1685,Civil Rights,Natalie,Civil Rights Case - Natalie,2023-11-23,Closed,San Jose,2024-11-22,2025-10-10,2025-12-06,Ricky Keller,5,0.0,1.0,6.0
164,Civil Rights,Caitlyn,Civil Rights Case - Caitlyn,2022-11-22,Closed,Charlotte,2024-09-19,2024-12-28,,Michael Leonard,5,0.5013698630136987,0.5,6.001369863013698
690,Civil Rights,Alexander,Civil Rights Case - Alexander,2023-11-16,Closed,Las Vegas,2024-01-11,2024-05-12,2024-10-14,Jason Daniel,5,0.009589041095890411,1.0,6.00958904109589
1134,Civil Rights,Heather,Civil Rights Case - Heather,2023-11-13,Closed,Los Angeles,2023-11-22,2024-07-04,2024-10-05,Todd Adams,5,0.0136986301369863,1.0,6.013698630136986
1482,Organized Crime,Kevin,Organized Crime Case - Kevin,2023-11-11,Closed,Charlotte,2024-04-27,,,James Mcdonald,6,0.01643835616438356,0.0,6.016438356164383
1696,Civil Rights,Jeremiah,Civil Rights Case - Jeremiah,2023-11-06,Closed,Austin,2024-10-27,2025-03-31,2025-09-25,Amanda Roberts,5,0.023287671232876714,1.0,6.023287671232877
1035,Civil Rights,Daniel,Civil Rights Case - Daniel,2023-10-28,Closed,San Francisco,2024-05-13,2025-01-03,2025-05-19,Alexander Hayden,5,0.03561643835616438,1.0,6.035616438356165
186,Civil Rights,Charles,Civil Rights Case - Charles,2023-10-20,Closed,Jacksonville,2024-04-08,2025-03-29,2025-09-14,Albert Rivera,5,0.04657534246575343,1.0,6.046575342465753
1123,Organized Crime,Jennifer,Organized Crime Case - Jennifer,2023-10-16,Closed,Charlotte,2024-06-02,,,Danielle Hubbard,6,0.052054794520547946,0.0,6.052054794520548
1031,Civil Rights,Andrea,Civil Rights Case - Andrea,2023-10-13,Closed,Jacksonville,2024-06-27,2025-02-07,2025-04-29,Katie Myers,5,0.056164383561643834,1.0,6.056164383561644
1279,Civil Rights,Kevin,Civil Rights Case - Kevin,2023-10-12,Closed,Austin,2024-07-19,2025-05-06,2025-10-19,Derrick Jacobs,5,0.057534246575342465,1.0,6.057534246575343
702,Civil Rights,John,Civil Rights Case - John,2023-10-11,Closed,Boston,2024-01-31,2024-04-13,2024-05-29,Grant Cooley,5,0.0589041095890411,1.0,6.058904109589041
458,Civil Rights,Joseph,Civil Rights Case - Joseph,2023-10-08,Closed,Philadelphia,2023-12-09,2024-01-02,2024-01-31,William Powell,5,0.06301369863013699,1.0,6.063013698630137
295,Civil Rights,Timothy,Civil Rights Case - Timothy,2022-10-07,Closed,Washington,2024-11-09,2025-02-22,,Alicia Hall,5,0.5643835616438356,0.5,6.064383561643836
88,Organized Crime,Aimee,Organized Crime Case - Aimee,2023-09-27,Closed,Louisville,2024-07-20,,,James Nixon,6,0.07808219178082192,0.0,6.078082191780822
1536,Civil Rights,Nicole,Civil Rights Case - Nicole,2023-09-19,Closed,San Antonio,2024-04-24,2024-12-13,2025-02-12,Albert Brennan,5,0.08904109589041095,1.0,6.089041095890411
1631,Civil Rights,Isaac,Civil Rights Case - Isaac,2022-09-16,Closed,Seattle,2024-02-11,2024-03-12,,Angel Buchanan,5,0.5931506849315068,0.5,6.093150684931507
308,Civil Rights,Terri,Civil Rights Case - Terri,2023-09-14,Closed,Baltimore,2024-06-02,2024-09-01,2024-10-21,John Conley,5,0.0958904109589041,1.0,6.095890410958904
1778,Organized Crime,Hayley,Organized Crime Case - Hayley,2023-09-13,Closed,Las Vegas,2024-05-12,,,Jeffrey Huerta,6,0.09726027397260274,0.0,6.097260273972603
470,Civil Rights,James,Civil Rights Case - James,2023-08-30,Closed,Detroit,2024-11-08,2025-01-21,2025-03-25,Justin Sweeney,5,0.11643835616438356,1.0,6.116438356164384
1642,Civil Rights,Nathan,Civil Rights Case - Nathan,2023-08-23,Closed,Nashville,2024-05-20,2024-12-22,2025-02-13,Rebecca Burgess,5,0.12602739726027398,1.0,6.126027397260274
688,Organized Crime,Michael,Organized Crime Case - Michael,2023-07-30,Closed,Denver,2023-12-31,,,Steven Hernandez,6,0.1589041095890411,0.0,6.1589041095890416
539,Civil Rights,James,Civil Rights Case - James,2022-07-27,Closed,Nashville,2023-09-23,2024-08-24,,Christina Ortega,5,0.663013698630137,0.5,6.163013698630137
45,Civil Rights,Blake,Civil Rights Case - Blake,2023-07-20,Closed,Memphis,2023-10-26,2024-01-07,2024-06-20,Dustin Nichols,5,0.1726027397260274,1.0,6.1726027397260275
447,Civil Rights,Travis,Civil Rights Case - Travis,2022-07-07,Closed,Portland,2024-03-05,2024-07-13,,Kathryn Ball,5,0.6904109589041096,0.5,6.19041095890411
1844,Civil Rights,Yvonne,Civil Rights Case - Yvonne,2023-07-04,Closed,Austin,2024-10-21,2025-10-17,2026-03-04,John Smith,5,0.19452054794520549,1.0,6.1945205479452055
1815,Civil Rights,Rebekah,Civil Rights Case - Rebekah,2023-07-04,Closed,Oklahoma City,2023-08-24,2023-10-21,2024-01-16,Rebecca Goodwin,5,0.19452054794520549,1.0,6.1945205479452055
381,Civil Rights,Jennifer,Civil Rights Case - Jennifer,2023-06-28,Closed,Dallas,2024-01-29,2025-01-06,2025-03-09,Kathryn Ball,5,0.20273972602739726,1.0,6.2027397260273975
1392,Civil Rights,Tiffany,Civil Rights Case - Tiffany,2022-06-27,Closed,Phoenix,2022-07-07,2022-08-08,,Richard Lewis,5,0.7041095890410959,0.5,6.204109589041096
1567,Civil Rights,Lisa,Civil Rights Case - Lisa,2022-06-23,Closed,San Diego,2022-12-03,2023-08-23,,Veronica Noble,5,0.7095890410958904,0.5,6.2095890410958905
733,Organized Crime,Leon,Organized Crime Case - Leon,2023-06-19,Closed,Austin,2024-06-08,,,John Smith,6,0.21506849315068494,0.0,6.215068493150685
807,Organized Crime,Christian,Organized Crime Case - Christian,2023-06-17,Closed,Milwaukee,2023-09-15,,,Andrew Singh,6,0.21780821917808219,0.0,6.217808219178083
420,Civil Rights,Hannah,Civil Rights Case - Hannah,2023-06-08,Closed,Washington,2023-08-16,2023-09-10,2023-09-21,Jamie Singleton,5,0.23013698630136986,1.0,6.23013698630137
608,Organized Crime,Nathan,Organized Crime Case - Nathan,2023-06-06,Closed,Memphis,2024-09-13,,,Charles Cain,6,0.2328767123287671,0.0,6.232876712328767
1534,Organized Crime,Jack,Organized Crime Case - Jack,2023-05-23,Closed,San Jose,2024-09-08,,,Thomas Davis,6,0.25205479452054796,0.0,6.252054794520548
254,Civil Rights,Tim,Civil Rights Case - Tim,2023-05-16,Closed,Memphis,2024-09-18,2024-10-04,2025-01-06,Amy Schmidt,5,0.26164383561643834,1.0,6.261643835616439
146,Organized Crime,Derrick,Organized Crime Case - Derrick,2023-05-12,Closed,Indianapolis,2023-11-16,,,Austin Santos,6,0.2671232876712329,0.0,6.267123287671233
637,Organized Crime,Christine,Organized Crime Case - Christine,2023-05-11,Closed,Houston,2023-05-14,,,Tonya Green,6,0.2684931506849315,0.0,6.2684931506849315
1785,Civil Rights,Scott,Civil Rights Case - Scott,2022-05-08,Closed,Dallas,2024-06-05,2024-07-05,,Michael Lynch,5,0.7726027397260274,0.5,6.272602739726027
1465,Civil Rights,Joseph,Civil Rights Case - Joseph,2022-05-07,Closed,San Francisco,2023-08-28,2023-09-10,,James Nixon,5,0.773972602739726,0.5,6.273972602739726
1019,Organized Crime,Brenda,Organized Crime Case - Brenda,2023-05-06,Closed,Boston,2024-10-22,,,Dustin Nichols,6,0.27534246575342464,0.0,6.2753424657534245
476,Organized Crime,Jeremy,Organized Crime Case - Jeremy,2023-05-03,Closed,San Jose,2024-07-31,,,Robin Barnett,6,0.27945205479452057,0.0,6.279452054794521
808,Civil Rights,Joy,Civil Rights Case - Joy,2023-04-26,Closed,New York,2023-12-21,2024-05-18,2024-10-03,Joanna Frazier,5,0.28904109589041094,1.0,6.289041095890411
1610,Organized Crime,Dennis,Organized Crime Case - Dennis,2023-04-18,Closed,Boston,2024-04-21,,,Debra White,6,0.3,0.0,6.3
1646,Organized Crime,Jonathan,Organized Crime Case - Jonathan,2023-04-14,Closed,Washington,2023-09-03,,,Kayla Haley,6,0.30547945205479454,0.0,6.3054794520547945
809,Organized Crime,Alejandro,Organized Crime Case - Alejandro,2023-04-12,Closed,Detroit,2024-05-22,,,Russell Perez,6,0.3082191780821918,0.0,6.308219178082192
549,Civil Rights,Mark,Civil Rights Case - Mark,2022-04-11,Closed,Nashville,2024-02-11,2024-10-15,,Sheila Mora,5,0.8095890410958904,0.5,6.30958904109589
1089,Organized Crime,Brian,Organized Crime Case - Brian,2023-04-09,Closed,Philadelphia,2023-09-27,,,Chad Rich,6,0.31232876712328766,0.0,6.3123287671232875
919,Civil Rights,Taylor,Civil Rights Case - Taylor,2023-03-26,Closed,Philadelphia,2024-06-12,2024-11-08,2025-04-18,James Poole,5,0.3315068493150685,1.0,6.331506849315068
1489,Organized Crime,Aaron,Organized Crime Case - Aaron,2023-03-19,Closed,Houston,2024-02-29,,,Sarah Wyatt,6,0.3410958904109589,0.0,6.3410958904109584
566,Organized Crime,Joe,Organized Crime Case - Joe,2023-03-06,Closed,Denver,2024-09-20,,,Andrew Murray,6,0.3589041095890411,0.0,6.358904109589041
949,Civil Rights,Kevin,Civil Rights Case - Kevin,2022-02-22,Closed,Indianapolis,2022-11-30,2023-03-13,,Ralph Gentry,5,0.8753424657534247,0.5,6.375342465753425
261,Organized Crime,Stacey,Organized Crime Case - Stacey,2023-02-21,Closed,Detroit,2023-04-06,,,Robert Frey,6,0.3767123287671233,0.0,6.376712328767123
1057,Organized Crime,Crystal,Organized Crime Case - Crystal,2023-02-19,Closed,San Diego,2024-08-07,,,Tracy Kim,6,0.37945205479452054,0.0,6.379452054794521
590,Civil Rights,Daniel,Civil Rights Case - Daniel,2023-02-18,Closed,Charlotte,2023-05-18,2023-05-18,2023-07-30,Meghan Lee,5,0.38082191780821917,1.0,6.380821917808219
595,Civil Rights,Alexander,Civil Rights Case - Alexander,2023-02-10,Closed,Chicago,2024-04-15,2024-06-30,2024-10-17,Kristin Reese,5,0.3917808219178082,1.0,6.391780821917808
508,Organized Crime,Suzanne,Organized Crime Case - Suzanne,2023-02-09,Closed,Portland,2024-03-10,,,Christina Williams,6,0.39315068493150684,0.0,6.3931506849315065
1231,Civil Rights,Michael,Civil Rights Case - Michael,2023-02-07,Closed,Milwaukee,2024-01-21,2024-07-04,2024-10-18,Dillon Fernandez,5,0.3958904109589041,1.0,6.395890410958904
943,Organized Crime,Evan,Organized Crime Case - Evan,2023-02-07,Closed,Philadelphia,2024-05-18,,,Bridget Gonzalez,6,0.3958904109589041,0.0,6.395890410958904
961,Organized Crime,Diana,Organized Crime Case - Diana,2023-02-05,Closed,Indianapolis,2023-07-30,,,Kelly Lawson,6,0.39863013698630134,0.0,6.398630136986301
1020,Civil Rights,Misty,Civil Rights Case - Misty,2022-01-30,Closed,Detroit,2024-04-20,2024-09-03,,Joshua Banks,5,0.9068493150684932,0.5,6.406849315068493
327,Civil Rights,Donald,Civil Rights Case - Donald,2023-01-15,Closed,Baltimore,2023-10-26,2024-06-26,2024-12-02,Michael Nguyen,5,0.4273972602739726,1.0,6.427397260273972
1602,Organized Crime,Timothy,Organized Crime Case - Timothy,2023-01-15,Closed,New York,2023-11-30,,,Karen Pope,6,0.4273972602739726,0.0,6.427397260273972
1434,Organized Crime,Victoria,Organized Crime Case - Victoria,2022-12-28,Closed,Memphis,2024-02-28,,,Keith Stevenson III,6,0.4520547945205479,0.0,6.4520547945205475
1459,Civil Rights,Jesse,Civil Rights Case - Jesse,2021-12-28,Closed,Louisville,2022-11-07,2022-12-12,,Amanda Roberts,5,0.952054794520548,0.5,6.4520547945205475
700,Civil Rights,Michelle,Civil Rights Case - Michelle,2021-12-22,Closed,Boston,2022-08-21,2023-08-17,,Robin Butler,5,0.9602739726027397,0.5,6.46027397260274
578,Civil Rights,Rebecca,Civil Rights Case - Rebecca,2022-12-18,Closed,Columbus,2024-11-01,2025-10-04,2026-03-13,Antonio Taylor,5,0.4657534246575342,1.0,6.465753424657534
96,Civil Rights,Destiny,Civil Rights Case - Destiny,2022-12-18,Closed,Houston,2024-10-30,2025-09-14,2025-10-08,Andrew Dawson,5,0.4657534246575342,1.0,6.465753424657534
382,Civil Rights,Kelly,Civil Rights Case - Kelly,2022-12-13,Closed,Baltimore,2024-05-01,2024-12-23,2025-04-11,Chad Rich,5,0.4726027397260274,1.0,6.472602739726027
654,Civil Rights,Kimberly,Civil Rights Case - Kimberly,2022-12-09,Closed,Boston,2024-01-18,2024-04-03,2024-09-07,Julie Rodriguez,5,0.4780821917808219,1.0,6.478082191780822
1336,Civil Rights,Timothy,Civil Rights Case - Timothy,2022-11-28,Closed,San Diego,2023-06-21,2023-09-12,2023-10-09,Timothy Schwartz,5,0.4931506849315068,1.0,6.493150684931507
37,Civil Rights,Rhonda,Civil Rights Case - Rhonda,2022-11-15,Closed,Charlotte,2023-05-04,2023-12-16,2024-04-21,Michael Golden,5,0.510958904109589,1.0,6.510958904109589
150,Organized Crime,Christina,Organized Crime Case - Christina,2022-11-06,Closed,San Diego,2023-10-28,,,Stephen King,6,0.5232876712328767,0.0,6.523287671232877
467,Civil Rights,Andrea,Civil Rights Case - Andrea,2022-10-31,Closed,Portland,2024-06-25,2024-09-20,2024-10-26,Desiree Neal,5,0.5315068493150685,1.0,6.531506849315068
665,Organized Crime,Jared,Organized Crime Case - Jared,2022-10-26,Closed,Charlotte,2024-08-04,,,Pamela Curry,6,0.5383561643835616,0.0,6.538356164383561
752,Civil Rights,Alexander,Civil Rights Case - Alexander,2022-10-14,Closed,Austin,2024-04-25,2024-08-06,2024-09-26,Meredith Williams,5,0.5547945205479452,1.0,6.554794520547945
84,Civil Rights,Logan,Civil Rights Case - Logan,2022-09-24,Closed,Philadelphia,2022-12-04,2023-08-31,2023-10-09,Andrew Morris,5,0.5821917808219178,1.0,6.582191780821918
341,Organized Crime,James,Organized Crime Case - James,2022-09-22,Closed,Dallas,2022-10-05,,,Mary Adams,6,0.584931506849315,0.0,6.5849315068493155
1766,Civil Rights,Heather,Civil Rights Case - Heather,2022-09-05,Closed,Charlotte,2024-09-02,2024-10-16,2025-02-20,Mackenzie West,5,0.6082191780821918,1.0,6.608219178082192
1250,Civil Rights,Adrian,Civil Rights Case - Adrian,2022-08-26,Closed,Austin,2023-01-17,2023-04-04,2023-06-08,Jennifer Meadows,5,0.6219178082191781,1.0,6.6219178082191785
1624,Organized Crime,Christina,Organized Crime Case - Christina,2022-08-24,Closed,Indianapolis,2024-11-20,,,Jennifer Lynn,6,0.6246575342465753,0.0,6.624657534246575
1045,Organized Crime,Latoya,Organized Crime Case - Latoya,2023-08-12,Closed,Jacksonville,2024-04-22,2025-01-14,,Austin Cabrera,6,0.1410958904109589,0.5,6.641095890410959
1544,Civil Rights,David,Civil Rights Case - David,2022-08-08,Closed,Memphis,2023-07-09,2023-08-14,2024-01-04,Joshua Willis,5,0.6465753424657534,1.0,6.646575342465754
862,Organized Crime,Sara,Organized Crime Case - Sara,2023-07-30,Closed,Baltimore,2024-07-14,2025-05-01,,Nicole Wilson,6,0.1589041095890411,0.5,6.6589041095890416
617,Civil Rights,Marcus,Civil Rights Case - Marcus,2022-07-27,Closed,Washington,2024-10-20,2025-07-29,2025-09-12,Jorge Bradley,5,0.663013698630137,1.0,6.663013698630137
47,Civil Rights,Dana,Civil Rights Case - Dana,2022-07-27,Closed,Houston,2022-12-03,2023-11-29,2023-12-15,Brittany Sanders,5,0.663013698630137,1.0,6.663013698630137
1014,Civil Rights,Dominique,Civil Rights Case - Dominique,2022-07-11,Closed,Chicago,2024-04-24,2024-10-13,2024-10-27,Donald Maxwell,5,0.684931506849315,1.0,6.684931506849315
1595,Organized Crime,Michael,Organized Crime Case - Michael,2023-06-21,Closed,Jacksonville,2024-07-14,2025-03-08,,Matthew Marks,6,0.21232876712328766,0.5,6.712328767123288
686,Organized Crime,Paul,Organized Crime Case - Paul,2022-06-19,Closed,San Francisco,2023-07-31,,,Jessica May MD,6,0.7150684931506849,0.0,6.715068493150685
1119,Organized Crime,Ronald,Organized Crime Case - Ronald,2022-06-18,Closed,Las Vegas,2024-06-22,,,Amy Crawford,6,0.7164383561643836,0.0,6.7164383561643834
1349,Organized Crime,Mary,Organized Crime Case - Mary,2023-06-16,Closed,Washington,2024-10-24,2025-07-28,,Albert Allen,6,0.2191780821917808,0.5,6.719178082191781
951,Civil Rights,Traci,Civil Rights Case - Traci,2022-06-12,Closed,New York,2023-01-30,2023-03-14,2023-05-20,Deborah Rubio,5,0.7246575342465753,1.0,6.7246575342465755
