Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge
416,Immigration Law Cases,Eric,Immigration Law Cases Case - Eric,11.3.23,Closed,Baltimore,11.4.24,3.8.24,10.10.24,Robert Nichols
417,Terrorism,James,Terrorism Case - James,14.7.23,Closed,Los Angeles,25.1.24,,,Jeffery Hamilton
418,Public Corruption,Timothy,Public Corruption Case - Timothy,25.12.21,Closed,San Diego,20.9.23,16.1.24,,Justin Greene
419,Securities Fraud,Brian,Securities Fraud Case - Brian,3.7.23,Closed,Jacksonville,20.4.24,13.3.25,,Jeremy Smith
420,Civil Rights,Hannah,Civil Rights Case - Hannah,8.6.23,Closed,Washington,16.8.23,10.9.23,21.9.23,Jamie Singleton
421,Securities Fraud,Robert,Securities Fraud Case - Robert,16.5.23,Closed,Dallas,20.3.24,,,Tracy Rice
422,Organized Crime,Timothy,Organized Crime Case - Timothy,22.8.23,Closed,Fort Worth,25.3.24,30.11.24,15.3.25,Kathryn Ball
423,Major Thefts,Bruce,Major Thefts Case - Bruce,19.2.22,Closed,Dallas,1.4.24,,,Albert Rivera
424,Terrorism,Joshua,Terrorism Case - Joshua,23.10.22,Closed,Indianapolis,29.6.24,,,Steven Green
425,Immigration Law Cases,Mikayla,Immigration Law Cases Case - Mikayla,6.7.22,Closed,Louisville,31.3.24,,,Jorge Bradley
426,Environmental Law Violations,Roy,Environmental Law Violations Case - Roy,25.12.22,Closed,San Antonio,17.4.23,25.2.24,14.3.24,Levi Hancock
427,Organized Crime,Christopher,Organized Crime Case - Christopher,6.6.23,Closed,Houston,7.6.23,2.5.24,19.5.24,Charles Russo
428,Organized Crime,Sharon,Organized Crime Case - Sharon,3.2.23,Closed,San Diego,7.5.23,6.2.24,24.6.24,Adam Smith
429,Terrorism,Victoria,Terrorism Case - Victoria,8.12.22,Closed,Detroit,20.6.23,5.1.24,,Lynn Walls
430,Drug Trafficking,Adam,Drug Trafficking Case - Adam,7.9.22,Closed,Las Vegas,28.5.24,19.4.25,,Dillon Fernandez
431,Civil Rights,Christina,Civil Rights Case - Christina,30.1.23,Closed,Memphis,28.12.23,,,Jennifer Mcgrath
432,Counterintelligence,Oscar,Counterintelligence Case - Oscar,14.11.22,Closed,Dallas,25.7.24,19.6.25,5.9.25,Michael Velasquez
433,Major Thefts,Nicole,Major Thefts Case - Nicole,21.3.23,Closed,San Antonio,18.1.24,29.3.24,,Charles Cain
434,Securities Fraud,Kevin,Securities Fraud Case - Kevin,5.2.23,Closed,Boston,17.2.23,,,Joshua Reed
435,Immigration Law Cases,Arthur,Immigration Law Cases Case - Arthur,17.1.23,Closed,Fort Worth,31.10.24,17.4.25,,Jocelyn Soto
436,Counterintelligence,Andrew,Counterintelligence Case - Andrew,24.1.22,Closed,Jacksonville,18.1.24,30.1.24,,David Jenkins
437,Public Corruption,James,Public Corruption Case - James,23.6.22,Closed,Indianapolis,18.7.24,9.3.25,,Tracy Rice
438,Environmental Law Violations,Kyle,Environmental Law Violations Case - Kyle,24.11.22,Closed,San Jose,1.10.24,,,Michael Nichols
439,Intellectual Property Violations,Stephanie,Intellectual Property Violations Case - Stephanie,4.8.23,Closed,New York,30.9.24,,,James Poole
440,Environmental Law Violations,Troy,Environmental Law Violations Case - Troy,8.9.22,Closed,Milwaukee,10.5.23,5.10.23,2.12.23,Justin Sweeney
441,Major Thefts,Eric,Major Thefts Case - Eric,14.10.23,Closed,New York,5.1.24,8.6.24,28.6.24,Amy Crawford
442,Intellectual Property Violations,Cynthia,Intellectual Property Violations Case - Cynthia,19.12.22,Closed,Denver,2.4.24,25.2.25,12.5.25,Andrew Singh
443,Organized Crime,Bradley,Organized Crime Case - Bradley,1.6.23,Closed,Boston,2.2.24,19.2.24,29.3.24,Danielle Hubbard
444,Violent Crimes,Brianna,Violent Crimes Case - Brianna,26.1.23,Closed,Charlotte,17.7.24,,,Rachel Cameron
445,Major Thefts,Tyler,Major Thefts Case - Tyler,7.1.23,Closed,Chicago,18.7.23,11.1.24,20.3.24,Stephen King
446,Intellectual Property Violations,Brooke,Intellectual Property Violations Case - Brooke,25.3.22,Closed,Jacksonville,16.11.22,,,Amy Schmidt
447,Civil Rights,Travis,Civil Rights Case - Travis,7.7.22,Closed,Portland,5.3.24,13.7.24,,Kathryn Ball
448,Organized Crime,Kristin,Organized Crime Case - Kristin,19.6.22,Closed,Detroit,19.4.24,2.12.24,,Lynn Walls
449,Violent Crimes,Sharon,Violent Crimes Case - Sharon,11.4.22,Closed,Washington,3.4.23,29.5.23,6.7.23,Joshua Reed
450,Public Corruption,Marcus,Public Corruption Case - Marcus,9.7.23,Closed,Milwaukee,20.5.24,23.3.25,10.4.25,Rebecca Ruiz
451,Intellectual Property Violations,Stephen,Intellectual Property Violations Case - Stephen,22.5.23,Closed,Indianapolis,27.10.23,13.12.23,12.1.24,Joshua Reed
452,Employment Law Disputes,Amy,Employment Law Disputes Case - Amy,13.12.21,Closed,Baltimore,25.11.22,13.6.23,26.11.23,Cynthia Cisneros
453,Employment Law Disputes,William,Employment Law Disputes Case - William,8.3.22,Closed,New York,1.4.22,,,Daniel Avila
454,Immigration Law Cases,Danielle,Immigration Law Cases Case - Danielle,23.11.21,Closed,Jacksonville,7.8.22,2.10.22,2.11.22,Russell Perez
455,Drug Trafficking,Aaron,Drug Trafficking Case - Aaron,2.12.22,Closed,Oklahoma City,13.9.23,7.3.24,,Mackenzie West
456,White-Collar Crime,Emily,White-Collar Crime Case - Emily,2.12.21,Closed,San Jose,29.2.24,20.11.24,24.11.24,Julie Rodriguez
457,Terrorism,Cody,Terrorism Case - Cody,14.5.22,Closed,San Antonio,6.3.23,10.11.23,16.11.23,Susan Rose
458,Civil Rights,Joseph,Civil Rights Case - Joseph,8.10.23,Closed,Philadelphia,9.12.23,2.1.24,31.1.24,William Powell
459,Securities Fraud,Emily,Securities Fraud Case - Emily,5.4.23,Closed,Los Angeles,19.2.24,20.7.24,20.9.24,Ronald Ross
460,Terrorism,Amy,Terrorism Case - Amy,18.3.22,Closed,Las Vegas,30.3.24,7.8.24,2.2.25,Rebecca Ruiz
461,Violent Crimes,Heidi,Violent Crimes Case - Heidi,8.3.23,Closed,San Francisco,15.11.23,13.1.24,12.4.24,James Poole
462,Cyber Crime,Patrick,Cyber Crime Case - Patrick,29.12.21,Closed,Philadelphia,13.3.24,8.7.24,19.10.24,James Mcdonald
463,White-Collar Crime,Kevin,White-Collar Crime Case - Kevin,1.6.22,Closed,San Diego,22.12.22,,,Kayla Haley
464,Organized Crime,Shelby,Organized Crime Case - Shelby,27.11.21,Closed,Nashville,29.5.22,4.9.22,,Donald Oliver
465,Drug Trafficking,Deborah,Drug Trafficking Case - Deborah,24.2.22,Closed,Las Vegas,25.9.24,24.4.25,3.7.25,Frank Lee
466,Securities Fraud,Lori,Securities Fraud Case - Lori,25.5.23,Closed,New York,16.11.23,,,Jason Salazar
467,Civil Rights,Andrea,Civil Rights Case - Andrea,31.10.22,Closed,Portland,25.6.24,20.9.24,26.10.24,Desiree Neal
468,Counterintelligence,Nichole,Counterintelligence Case - Nichole,28.1.22,Closed,Los Angeles,4.7.23,2.5.24,14.5.24,David Jenkins
469,Civil Rights,Daniel,Civil Rights Case - Daniel,4.5.22,Closed,Portland,7.6.24,18.8.24,25.12.24,Ricky Keller
470,Civil Rights,James,Civil Rights Case - James,30.8.23,Closed,Detroit,8.11.24,21.1.25,25.3.25,Justin Sweeney
471,Cyber Crime,Monique,Cyber Crime Case - Monique,12.3.23,Closed,Chicago,22.11.24,31.7.25,22.12.25,Jason Salazar
472,Drug Trafficking,Jessica,Drug Trafficking Case - Jessica,27.9.22,Closed,Baltimore,19.10.22,,,Justin Sweeney
473,Drug Trafficking,Lisa,Drug Trafficking Case - Lisa,9.4.22,Closed,Austin,29.10.23,26.8.24,24.10.24,Jessica Martinez
474,Counterintelligence,John,Counterintelligence Case - John,10.8.23,Closed,Columbus,11.5.24,20.2.25,,Katie Becker
475,Cyber Crime,James,Cyber Crime Case - James,5.6.22,Closed,San Francisco,20.11.22,12.6.23,10.9.23,Alicia Hall
476,Organized Crime,Jeremy,Organized Crime Case - Jeremy,3.5.23,Closed,San Jose,31.7.24,,,Robin Barnett
477,Major Thefts,Katherine,Major Thefts Case - Katherine,2.1.23,Closed,San Antonio,6.5.24,15.4.25,11.10.25,Jennifer Lynn
478,Violent Crimes,Jared,Violent Crimes Case - Jared,3.7.22,Closed,Washington,30.10.24,9.9.25,13.11.25,John Pacheco
479,Intellectual Property Violations,Tonya,Intellectual Property Violations Case - Tonya,24.3.22,Closed,Chicago,26.10.22,9.6.23,12.11.23,Kristen Hughes
480,Public Corruption,Cathy,Public Corruption Case - Cathy,25.12.21,Closed,Dallas,18.3.23,,,Crystal Flores
481,Drug Trafficking,Christine,Drug Trafficking Case - Christine,26.11.21,Closed,Austin,25.10.22,,,Christopher Santiago
482,Major Thefts,Charles,Major Thefts Case - Charles,18.1.23,Closed,San Francisco,5.2.24,,,Melissa Middleton
483,Major Thefts,Erica,Major Thefts Case - Erica,26.1.22,Closed,Baltimore,14.11.22,14.3.23,6.9.23,Anthony Guerra
484,Cyber Crime,Charles,Cyber Crime Case - Charles,30.1.23,Closed,Dallas,30.4.23,6.5.23,22.8.23,Angel Lee
485,Violent Crimes,Katherine,Violent Crimes Case - Katherine,4.10.23,Closed,Dallas,19.1.24,13.6.24,14.11.24,Daniel Turner
486,Violent Crimes,Juan,Violent Crimes Case - Juan,23.4.22,Closed,Baltimore,31.8.22,13.4.23,16.4.23,Kelly Lawson
487,Drug Trafficking,Sean,Drug Trafficking Case - Sean,9.4.22,Closed,Detroit,27.3.23,5.7.23,20.7.23,Nathan Levine
488,Employment Law Disputes,Jared,Employment Law Disputes Case - Jared,12.2.23,Closed,San Francisco,10.11.24,4.9.25,8.1.26,Jean Hernandez
489,Employment Law Disputes,Dawn,Employment Law Disputes Case - Dawn,15.10.22,Closed,Jacksonville,20.8.23,,,Andrew Singh
490,Employment Law Disputes,Nicole,Employment Law Disputes Case - Nicole,23.5.23,Closed,Baltimore,17.11.24,7.7.25,,Stephen King
491,Public Corruption,Lindsey,Public Corruption Case - Lindsey,12.10.23,Closed,Las Vegas,25.6.24,,,Michael Montgomery
492,White-Collar Crime,Denise,White-Collar Crime Case - Denise,20.1.23,Closed,Portland,13.10.23,,,Richard Abbott
493,Cyber Crime,Lauren,Cyber Crime Case - Lauren,14.3.22,Closed,Austin,6.5.22,,,Angel Buchanan
494,Public Corruption,John,Public Corruption Case - John,13.3.22,Closed,Chicago,25.12.23,24.3.24,11.6.24,April Pineda
495,Counterintelligence,Edward,Counterintelligence Case - Edward,23.10.22,Closed,San Antonio,21.3.24,,,Alexandra Fox
496,Environmental Law Violations,Christina,Environmental Law Violations Case - Christina,16.9.23,Closed,Louisville,29.8.24,,,Danielle Hubbard
497,Environmental Law Violations,Cynthia,Environmental Law Violations Case - Cynthia,27.7.22,Closed,Columbus,30.8.22,28.9.22,27.10.22,Albert Allen
498,Securities Fraud,Edward,Securities Fraud Case - Edward,21.11.22,Closed,Columbus,28.12.22,1.5.23,8.6.23,Shawn Hall
499,Major Thefts,Lori,Major Thefts Case - Lori,24.4.23,Closed,Philadelphia,23.6.23,,,Edward Hunter
500,Counterintelligence,Dennis,Counterintelligence Case - Dennis,2.5.22,Closed,Dallas,22.7.24,14.10.24,13.11.24,Andrew Dawson
501,Drug Trafficking,Jason,Drug Trafficking Case - Jason,1.11.23,Closed,Indianapolis,25.9.24,,,James Mcdonald
502,Major Thefts,Regina,Major Thefts Case - Regina,25.8.22,Closed,Denver,19.3.23,12.7.23,,Megan Vasquez
503,Cyber Crime,Cindy,Cyber Crime Case - Cindy,4.12.22,Closed,Portland,16.1.24,30.8.24,25.12.24,Michael Montgomery
504,White-Collar Crime,Patrick,White-Collar Crime Case - Patrick,24.2.22,Closed,Detroit,10.7.22,3.6.23,20.10.23,Adam Smith
505,Civil Rights,Ian,Civil Rights Case - Ian,10.11.23,Closed,Washington,10.4.24,,,Alex Shaw
506,Intellectual Property Violations,James,Intellectual Property Violations Case - James,10.4.22,Closed,San Jose,23.10.24,,,Dylan Serrano
507,Terrorism,Lance,Terrorism Case - Lance,3.7.23,Closed,Oklahoma City,14.3.24,17.1.25,13.6.25,Ricky Keller
508,Organized Crime,Suzanne,Organized Crime Case - Suzanne,9.2.23,Closed,Portland,10.3.24,,,Christina Williams
509,Civil Rights,Richard,Civil Rights Case - Richard,26.6.23,Closed,Chicago,23.7.23,6.10.23,,Philip Alvarado
510,Counterintelligence,Robert,Counterintelligence Case - Robert,18.6.23,Closed,San Antonio,30.3.24,21.6.24,,Rebecca Goodwin
511,Public Corruption,Jeff,Public Corruption Case - Jeff,29.10.22,Closed,Milwaukee,30.10.22,15.7.23,7.11.23,Kathryn Ball
512,Major Thefts,Matthew,Major Thefts Case - Matthew,9.9.23,Closed,Detroit,1.5.24,13.1.25,18.3.25,James Poole
513,White-Collar Crime,John,White-Collar Crime Case - John,13.3.23,Closed,Jacksonville,27.4.23,10.6.23,16.9.23,John Pacheco
514,Terrorism,Rebecca,Terrorism Case - Rebecca,20.7.22,Closed,Detroit,7.11.22,,,Joanna Frazier
515,Public Corruption,Christopher,Public Corruption Case - Christopher,10.6.23,Closed,Indianapolis,3.9.23,,,George Lester
516,Intellectual Property Violations,Brandon,Intellectual Property Violations Case - Brandon,26.10.23,Closed,Denver,31.7.24,8.7.25,18.7.25,Alexander Hayden
517,Immigration Law Cases,Jimmy,Immigration Law Cases Case - Jimmy,16.12.22,Closed,Nashville,2.6.24,,,Kayla Haley
518,Securities Fraud,Trevor,Securities Fraud Case - Trevor,15.12.21,Closed,Columbus,8.1.22,5.12.22,,Jason Taylor
519,Intellectual Property Violations,Michelle,Intellectual Property Violations Case - Michelle,20.6.22,Closed,San Diego,17.9.22,17.8.23,2.2.24,Jordan Gray
520,Public Corruption,Jennifer,Public Corruption Case - Jennifer,19.9.22,Closed,San Jose,12.5.24,25.1.25,13.5.25,Donald Maxwell
521,Organized Crime,Holly,Organized Crime Case - Holly,3.7.22,Closed,Portland,17.8.22,22.4.23,30.7.23,Justin Greene
522,Cyber Crime,Julie,Cyber Crime Case - Julie,25.12.21,Closed,Dallas,17.5.22,11.9.22,12.1.23,Lindsay Perez
523,Employment Law Disputes,Aaron,Employment Law Disputes Case - Aaron,27.10.23,Closed,Baltimore,22.6.24,,,Brittany Sanders
524,Cyber Crime,Philip,Cyber Crime Case - Philip,3.7.23,Closed,Houston,26.7.24,30.8.24,26.9.24,Erin Donaldson
525,Counterintelligence,Joseph,Counterintelligence Case - Joseph,7.7.23,Closed,Boston,28.3.24,16.5.24,1.10.24,Stephen King
526,Violent Crimes,Mark,Violent Crimes Case - Mark,21.7.22,Closed,Milwaukee,28.2.23,,,Michael Velasquez
527,Public Corruption,Kevin,Public Corruption Case - Kevin,14.3.23,Closed,Jacksonville,10.10.23,,,Jocelyn Soto
528,Organized Crime,Lori,Organized Crime Case - Lori,14.4.23,Closed,Indianapolis,23.9.23,3.5.24,5.6.24,Alexandra Fox
529,Public Corruption,Kristie,Public Corruption Case - Kristie,24.11.21,Closed,Austin,26.9.23,27.8.24,1.11.24,Michael Rodriguez
530,Terrorism,Thomas,Terrorism Case - Thomas,25.6.23,Closed,Denver,14.3.24,,,Dylan Serrano
531,Terrorism,Toni,Terrorism Case - Toni,20.11.22,Closed,Baltimore,23.8.23,,,Alexandra Fox
532,Cyber Crime,Todd,Cyber Crime Case - Todd,29.5.23,Closed,Dallas,25.10.23,,,Michael Nichols
533,Major Thefts,Sharon,Major Thefts Case - Sharon,3.8.23,Closed,Denver,12.9.24,24.5.25,,Frank Lee
534,Immigration Law Cases,Peter,Immigration Law Cases Case - Peter,19.2.23,Closed,Jacksonville,2.8.23,7.10.23,,Kim Miller
535,Intellectual Property Violations,Michelle,Intellectual Property Violations Case - Michelle,13.11.22,Closed,San Jose,14.11.22,27.11.22,8.5.23,Daniel Vega
536,White-Collar Crime,Logan,White-Collar Crime Case - Logan,19.9.23,Closed,Oklahoma City,27.3.24,27.7.24,22.8.24,Nathan Levine
537,White-Collar Crime,Emily,White-Collar Crime Case - Emily,15.9.23,Closed,Houston,11.9.24,,,Richard Abbott
538,Cyber Crime,Kristen,Cyber Crime Case - Kristen,24.5.23,Closed,Memphis,20.9.24,,,Tracy Kim
539,Civil Rights,James,Civil Rights Case - James,27.7.22,Closed,Nashville,23.9.23,24.8.24,,Christina Ortega
540,White-Collar Crime,Amy,White-Collar Crime Case - Amy,5.4.22,Closed,Columbus,6.12.23,,,Anthony Carey
541,Securities Fraud,Stephen,Securities Fraud Case - Stephen,27.6.22,Closed,Jacksonville,18.10.24,14.2.25,25.6.25,Stephen King
542,Drug Trafficking,Larry,Drug Trafficking Case - Larry,18.9.22,Closed,Portland,22.10.22,6.1.23,23.5.23,Angel Lee
543,Immigration Law Cases,Ryan,Immigration Law Cases Case - Ryan,30.4.22,Closed,Columbus,13.6.23,,,Dillon Fernandez
544,Employment Law Disputes,John,Employment Law Disputes Case - John,23.3.22,Closed,Oklahoma City,26.9.24,22.6.25,,Amanda Roberts
545,White-Collar Crime,Nicholas,White-Collar Crime Case - Nicholas,27.10.23,Closed,Austin,17.4.24,,,Erin Donaldson
546,Violent Crimes,Laurie,Violent Crimes Case - Laurie,2.8.23,Closed,Baltimore,8.11.23,4.5.24,29.10.24,Dawn Yu
547,Organized Crime,Angela,Organized Crime Case - Angela,3.1.22,Closed,Louisville,8.8.22,21.2.23,10.4.23,Joel Robertson Jr.
548,Public Corruption,Emily,Public Corruption Case - Emily,2.7.22,Closed,Milwaukee,12.7.22,25.6.23,,Kirsten Meadows
549,Civil Rights,Mark,Civil Rights Case - Mark,11.4.22,Closed,Nashville,11.2.24,15.10.24,,Sheila Mora
550,Cyber Crime,Elizabeth,Cyber Crime Case - Elizabeth,14.7.23,Closed,Oklahoma City,9.2.24,5.12.24,20.5.25,Kathryn Ball
551,Counterintelligence,Bridget,Counterintelligence Case - Bridget,11.11.22,Closed,Las Vegas,23.3.24,24.8.24,,Antonio Taylor
552,Terrorism,Mary,Terrorism Case - Mary,24.4.22,Closed,New York,4.5.24,21.7.24,24.8.24,Ralph Taylor
553,Major Thefts,Lisa,Major Thefts Case - Lisa,4.6.22,Closed,Nashville,20.11.24,12.11.25,,Tracy Mason
554,Environmental Law Violations,Edward,Environmental Law Violations Case - Edward,30.11.21,Closed,New York,12.5.24,3.2.25,28.4.25,Steven Hernandez
555,White-Collar Crime,Amy,White-Collar Crime Case - Amy,17.1.23,Closed,San Antonio,26.9.24,,,Joseph Bruce
556,Immigration Law Cases,Robert,Immigration Law Cases Case - Robert,23.10.23,Closed,Seattle,30.5.24,5.8.24,16.12.24,Ralph Gentry
557,Public Corruption,Sandy,Public Corruption Case - Sandy,21.7.22,Closed,Jacksonville,13.10.24,16.2.25,21.5.25,Jason Taylor
558,Immigration Law Cases,Lisa,Immigration Law Cases Case - Lisa,2.6.23,Closed,Oklahoma City,8.10.23,19.6.24,7.9.24,Philip Alvarado
559,Employment Law Disputes,Gregory,Employment Law Disputes Case - Gregory,10.3.22,Closed,Nashville,10.1.24,22.11.24,30.11.24,Tracy Rice
560,Drug Trafficking,Anna,Drug Trafficking Case - Anna,8.2.22,Closed,Portland,24.10.22,17.3.23,11.6.23,Brian Flores
561,Public Corruption,Jennifer,Public Corruption Case - Jennifer,15.9.22,Closed,Las Vegas,9.10.24,,,Pamela Curry
562,Civil Rights,Joseph,Civil Rights Case - Joseph,8.9.23,Closed,Louisville,1.8.24,29.3.25,,Andrew Dawson
563,Environmental Law Violations,Patrick,Environmental Law Violations Case - Patrick,1.12.22,Closed,Philadelphia,24.1.23,21.9.23,20.11.23,Diane Larson
564,Immigration Law Cases,Paul,Immigration Law Cases Case - Paul,13.3.23,Closed,Nashville,18.4.24,2.5.24,,David Jenkins
565,Intellectual Property Violations,David,Intellectual Property Violations Case - David,6.1.22,Closed,Fort Worth,7.11.22,12.8.23,,Danielle Rodriguez
566,Organized Crime,Joe,Organized Crime Case - Joe,6.3.23,Closed,Denver,20.9.24,,,Andrew Murray
567,Employment Law Disputes,Sheila,Employment Law Disputes Case - Sheila,16.4.22,Closed,Oklahoma City,22.3.24,24.6.24,20.10.24,Samantha Collins
568,Securities Fraud,Karen,Securities Fraud Case - Karen,23.4.22,Closed,Fort Worth,31.5.22,23.12.22,,Erin Donaldson
569,Major Thefts,Joshua,Major Thefts Case - Joshua,9.9.22,Closed,Detroit,14.12.22,24.2.23,23.5.23,Jennifer Lynn
570,Terrorism,Richard,Terrorism Case - Richard,14.2.23,Closed,Columbus,24.3.23,7.12.23,,Desiree Neal
571,Immigration Law Cases,Lisa,Immigration Law Cases Case - Lisa,6.6.22,Closed,Dallas,22.9.24,4.5.25,,Charles Brooks
572,Violent Crimes,Melissa,Violent Crimes Case - Melissa,24.7.23,Closed,Louisville,18.7.24,13.12.24,,Robert Frey
573,Terrorism,Donald,Terrorism Case - Donald,16.10.23,Closed,San Jose,3.6.24,,,Donald Oliver
574,Environmental Law Violations,Jordan,Environmental Law Violations Case - Jordan,14.12.21,Closed,Philadelphia,29.9.24,,,Diane Larson
575,Securities Fraud,Laura,Securities Fraud Case - Laura,8.11.22,Closed,Seattle,4.5.24,,,Morgan Gonzalez DVM
576,Environmental Law Violations,Sandra,Environmental Law Violations Case - Sandra,19.12.22,Closed,Nashville,25.12.22,2.7.23,23.11.23,Andrew Morris
577,Environmental Law Violations,Sarah,Environmental Law Violations Case - Sarah,4.11.23,Closed,Phoenix,17.7.24,,,Craig Edwards
578,Civil Rights,Rebecca,Civil Rights Case - Rebecca,18.12.22,Closed,Columbus,1.11.24,4.10.25,13.3.26,Antonio Taylor
579,Major Thefts,Gina,Major Thefts Case - Gina,3.4.23,Closed,San Francisco,12.6.23,,,Joseph Williams
580,Counterintelligence,Denise,Counterintelligence Case - Denise,5.5.23,Closed,Boston,6.11.24,18.12.24,5.3.25,Jamie Singleton
581,White-Collar Crime,Eduardo,White-Collar Crime Case - Eduardo,7.5.23,Closed,San Diego,23.5.23,21.3.24,10.8.24,David Jenkins
582,Civil Rights,Kimberly,Civil Rights Case - Kimberly,6.2.23,Closed,Detroit,27.10.24,,,Kimberly Smith
583,Major Thefts,Brian,Major Thefts Case - Brian,19.8.22,Closed,Detroit,2.1.23,,,Ralph Gentry
584,Counterintelligence,Robert,Counterintelligence Case - Robert,30.5.23,Closed,Milwaukee,2.9.23,10.7.24,,Melissa Middleton
585,Major Thefts,Connor,Major Thefts Case - Connor,14.11.23,Closed,Boston,19.7.24,,,Christina Rhodes
586,Terrorism,Edward,Terrorism Case - Edward,16.12.21,Closed,Memphis,11.6.22,,,Jeffery Hamilton
587,Immigration Law Cases,James,Immigration Law Cases Case - James,23.12.21,Closed,Charlotte,4.12.23,,,Brian Hale
588,Counterintelligence,Kimberly,Counterintelligence Case - Kimberly,5.10.23,Closed,Charlotte,1.7.24,20.11.24,,Natalie Murray
589,Drug Trafficking,Vincent,Drug Trafficking Case - Vincent,29.1.22,Closed,Indianapolis,19.4.22,4.5.22,,Alicia Greer
590,Civil Rights,Daniel,Civil Rights Case - Daniel,18.2.23,Closed,Charlotte,18.5.23,18.5.23,30.7.23,Meghan Lee
591,Drug Trafficking,Jason,Drug Trafficking Case - Jason,28.7.23,Closed,San Antonio,17.11.23,,,Robert Adams
592,Organized Crime,Mary,Organized Crime Case - Mary,2.5.22,Closed,New York,5.8.24,,,Jessica Carpenter
593,Major Thefts,Megan,Major Thefts Case - Megan,18.4.23,Closed,Milwaukee,16.2.24,24.10.24,5.3.25,Joyce Gill
594,Terrorism,Miguel,Terrorism Case - Miguel,28.7.22,Closed,New York,21.1.24,12.3.24,25.3.24,Andrew Dawson
595,Civil Rights,Alexander,Civil Rights Case - Alexander,10.2.23,Closed,Chicago,15.4.24,30.6.24,17.10.24,Kristin Reese
596,Intellectual Property Violations,Laura,Intellectual Property Violations Case - Laura,28.1.22,Closed,Memphis,23.8.24,2.12.24,29.4.25,Andrew Morris
597,Environmental Law Violations,Sharon,Environmental Law Violations Case - Sharon,19.8.23,Closed,Las Vegas,20.11.23,,,Charles Cain
598,Major Thefts,Jeffrey,Major Thefts Case - Jeffrey,19.7.22,Closed,Fort Worth,26.4.24,5.3.25,8.3.25,Austin Santos
599,Environmental Law Violations,Abigail,Environmental Law Violations Case - Abigail,26.5.23,Closed,San Antonio,9.7.24,,,Jason Salazar
600,Civil Rights,Tonya,Civil Rights Case - Tonya,5.8.22,Closed,Los Angeles,27.9.24,,,Daniel Porter
601,Drug Trafficking,Stephen,Drug Trafficking Case - Stephen,5.9.22,Closed,Memphis,14.1.23,4.2.23,,Dustin Nichols
602,Public Corruption,Shawn,Public Corruption Case - Shawn,13.3.23,Closed,Seattle,5.11.23,5.5.24,25.9.24,Mackenzie West
603,Environmental Law Violations,George,Environmental Law Violations Case - George,6.1.22,Closed,Milwaukee,27.6.24,23.2.25,14.3.25,Misty Young
604,Employment Law Disputes,Lauren,Employment Law Disputes Case - Lauren,9.3.22,Closed,Charlotte,16.4.22,31.8.22,26.1.23,Diana Mullen
605,Terrorism,Erica,Terrorism Case - Erica,15.2.23,Closed,Denver,22.10.24,19.4.25,13.6.25,Robert Frey
606,Immigration Law Cases,Kimberly,Immigration Law Cases Case - Kimberly,4.12.21,Closed,Dallas,7.1.23,20.3.23,5.5.23,David Stanley
607,Drug Trafficking,Rebecca,Drug Trafficking Case - Rebecca,22.3.23,Closed,Fort Worth,4.11.24,,,Gail Jackson
608,Organized Crime,Nathan,Organized Crime Case - Nathan,6.6.23,Closed,Memphis,13.9.24,,,Charles Cain
609,Terrorism,Mark,Terrorism Case - Mark,29.5.23,Closed,Seattle,1.7.23,,,Alicia Hall
610,Intellectual Property Violations,Lisa,Intellectual Property Violations Case - Lisa,27.9.22,Closed,Fort Worth,1.12.23,,,Matthew Marks
611,Major Thefts,Patrick,Major Thefts Case - Patrick,10.5.23,Closed,Washington,20.11.23,6.5.24,18.8.24,Melissa Middleton
612,Civil Rights,Lance,Civil Rights Case - Lance,17.7.23,Closed,Nashville,29.11.23,26.5.24,,Mr. Jeremy Mack
613,Environmental Law Violations,Crystal,Environmental Law Violations Case - Crystal,7.9.22,Closed,Memphis,1.8.24,25.12.24,,Joseph Nichols
614,Cyber Crime,Steven,Cyber Crime Case - Steven,28.1.22,Closed,Fort Worth,10.10.22,30.1.23,,Nancy Hill
615,Securities Fraud,Sean,Securities Fraud Case - Sean,4.4.23,Closed,San Antonio,10.9.24,3.2.25,24.4.25,Colleen Perkins
616,Counterintelligence,Margaret,Counterintelligence Case - Margaret,1.12.21,Closed,Chicago,9.10.23,27.9.24,31.10.24,Rebecca Burgess
617,Civil Rights,Marcus,Civil Rights Case - Marcus,27.7.22,Closed,Washington,20.10.24,29.7.25,12.9.25,Jorge Bradley
618,Employment Law Disputes,Cindy,Employment Law Disputes Case - Cindy,21.5.23,Closed,Oklahoma City,7.3.24,14.11.24,11.5.25,Jacqueline Freeman
619,Civil Rights,Christopher,Civil Rights Case - Christopher,23.2.23,Closed,Las Vegas,9.11.24,16.1.25,,Jordan Gray
620,Immigration Law Cases,Erika,Immigration Law Cases Case - Erika,22.10.23,Closed,Detroit,16.11.23,,,Jeffery Hamilton
621,Environmental Law Violations,Alex,Environmental Law Violations Case - Alex,7.4.23,Closed,Las Vegas,23.5.23,24.7.23,29.8.23,Ricky Keller
622,Terrorism,Dustin,Terrorism Case - Dustin,13.8.23,Closed,Memphis,28.1.24,,,Donald Maxwell
