Case ID,Case Type,Parties Involved,Case Title,Filing Date,Case Status,Case Location,Hearing 1 date,Hearing 2 date,Hearing 3 date,Assigned Judge
437,Employment Law Disputes,George,Employment Law Disputes Case - George,29.1.23,Pending,San Francisco,17.6.23,20.11.23,14.4.24,Timothy Singh MD
438,Terrorism,James,Terrorism Case - James,26.8.22,Pending,Nashville,5.8.23,17.1.24,28.5.24,Ronald Bright
439,Intellectual Property Violations,Christina,Intellectual Property Violations Case - Christina,9.10.23,Pending,Fort Worth,31.10.23,28.7.24,22.10.24,Gregory Sanchez
440,Violent Crimes,David,Violent Crimes Case - David,7.4.23,Pending,Baltimore,4.8.24,,,Amanda Oconnor
441,Drug Trafficking,Jennifer,Drug Trafficking Case - Jennifer,28.11.22,Pending,Seattle,28.9.23,10.4.24,14.8.24,Melinda Fields
442,Violent Crimes,Jennifer,Violent Crimes Case - Jennifer,15.7.23,Pending,Fort Worth,24.5.24,26.1.25,28.5.25,John Maxwell
443,Violent Crimes,Megan,Violent Crimes Case - Megan,28.6.22,Pending,Portland,27.8.24,21.10.24,6.3.25,Marcus Brown
444,Intellectual Property Violations,Adam,Intellectual Property Violations Case - Adam,17.3.23,Pending,San Jose,9.11.24,,,Kimberly Jordan
445,Major Thefts,Keith,Major Thefts Case - Keith,8.11.23,Pending,Louisville,22.8.24,30.10.24,30.1.25,Jessica Holland MD
446,Cyber Crime,Andrew,Cyber Crime Case - Andrew,19.12.22,Pending,Louisville,9.10.23,,,Jamie Miller
447,Immigration Law Cases,Crystal,Immigration Law Cases Case - Crystal,24.11.21,Pending,Phoenix,16.9.23,21.5.24,7.6.24,Heather Howell
448,White-Collar Crime,Jamie,White-Collar Crime Case - Jamie,3.4.23,Pending,Washington,5.4.23,16.2.24,10.6.24,Ashley Le
449,Major Thefts,Kelly,Major Thefts Case - Kelly,23.1.22,Pending,Los Angeles,7.4.23,,,Shane Yang
450,Counterintelligence,Charlene,Counterintelligence Case - Charlene,19.6.22,Pending,Indianapolis,8.6.23,6.1.24,,Ms. Miranda Reed
451,Securities Fraud,Kyle,Securities Fraud Case - Kyle,19.4.23,Pending,New York,16.10.24,18.6.25,,Amanda Jefferson
452,Drug Trafficking,Kathryn,Drug Trafficking Case - Kathryn,20.12.21,Pending,Jacksonville,6.12.22,15.5.23,1.6.23,Lynn Snyder
453,Major Thefts,Emily,Major Thefts Case - Emily,24.2.23,Pending,Phoenix,1.12.23,,,Rebecca Conley
454,Immigration Law Cases,Chelsea,Immigration Law Cases Case - Chelsea,4.6.22,Pending,San Antonio,5.4.24,16.8.24,14.1.25,Amanda Jefferson
455,Environmental Law Violations,Mary,Environmental Law Violations Case - Mary,7.6.22,Pending,New York,3.8.23,24.7.24,20.8.24,Darius Strickland
456,Organized Crime,Hayley,Organized Crime Case - Hayley,14.4.22,Pending,New York,31.3.24,8.3.25,12.5.25,Andrew Brown
457,White-Collar Crime,Debra,White-Collar Crime Case - Debra,27.8.23,Pending,Houston,21.9.24,,,Elizabeth Peterson
458,Securities Fraud,Sue,Securities Fraud Case - Sue,20.2.23,Pending,Portland,1.3.24,29.11.24,3.5.25,Susan Frye
459,Employment Law Disputes,Kathy,Employment Law Disputes Case - Kathy,30.9.23,Pending,Las Vegas,12.1.24,7.8.24,6.1.25,Lisa Barry
460,Securities Fraud,Alexa,Securities Fraud Case - Alexa,15.4.22,Pending,San Francisco,14.2.23,17.4.23,19.9.23,Ellen Brown
461,Terrorism,Brooke,Terrorism Case - Brooke,6.7.23,Pending,Denver,1.9.24,26.9.24,7.12.24,Mr. Stephen Price
462,Securities Fraud,Cory,Securities Fraud Case - Cory,2.4.23,Pending,San Jose,26.2.24,,,Samantha Kelly
463,Employment Law Disputes,Jacob,Employment Law Disputes Case - Jacob,9.1.23,Pending,Houston,9.12.23,4.5.24,15.5.24,Vanessa King
464,Organized Crime,Stacey,Organized Crime Case - Stacey,26.11.21,Pending,Oklahoma City,2.1.24,,,Casey Martinez
465,Counterintelligence,Stephanie,Counterintelligence Case - Stephanie,21.10.23,Pending,Indianapolis,24.11.23,17.5.24,6.10.24,Andrea Casey
466,Securities Fraud,Adam,Securities Fraud Case - Adam,29.6.23,Pending,San Antonio,11.1.24,,,Alicia Tucker
467,Public Corruption,Joseph,Public Corruption Case - Joseph,28.8.23,Pending,Jacksonville,12.9.23,3.1.24,,Carrie Martin
468,Civil Rights,Jeffrey,Civil Rights Case - Jeffrey,1.2.23,Pending,Nashville,10.8.24,11.10.24,,Troy Farley
469,Terrorism,Douglas,Terrorism Case - Douglas,20.10.23,Pending,Oklahoma City,13.1.24,2.7.24,30.9.24,Regina Duffy
470,Violent Crimes,Adam,Violent Crimes Case - Adam,5.1.22,Pending,Austin,21.10.24,,,Teresa Garcia
471,Counterintelligence,David,Counterintelligence Case - David,26.1.23,Pending,Detroit,25.8.23,,,Aaron Moore
472,Organized Crime,Christina,Organized Crime Case - Christina,17.1.22,Pending,Chicago,2.10.22,1.7.23,,Kevin Wood
473,Intellectual Property Violations,Jesse,Intellectual Property Violations Case - Jesse,10.9.22,Pending,Dallas,17.6.24,,,Alicia Johnson
474,Environmental Law Violations,Tara,Environmental Law Violations Case - Tara,2.3.22,Pending,New York,10.3.22,16.10.22,19.10.22,Lisa Jordan
475,Terrorism,Alexander,Terrorism Case - Alexander,16.11.23,Pending,Indianapolis,30.10.24,,,Benjamin Cunningham
476,Terrorism,Ernest,Terrorism Case - Ernest,28.5.22,Pending,Fort Worth,6.12.23,29.8.24,19.2.25,Regina Duffy
477,Violent Crimes,Katherine,Violent Crimes Case - Katherine,23.6.23,Pending,Nashville,6.3.24,12.2.25,7.6.25,Lisa Parker
478,Drug Trafficking,Carrie,Drug Trafficking Case - Carrie,20.11.22,Pending,Philadelphia,8.1.23,7.11.23,,Mackenzie Gomez
479,Intellectual Property Violations,Anne,Intellectual Property Violations Case - Anne,11.4.22,Pending,Portland,14.9.22,1.9.23,7.12.23,Hannah Klein
480,Major Thefts,Aaron,Major Thefts Case - Aaron,10.12.21,Pending,Charlotte,29.12.21,,,Mary Cannon
481,Environmental Law Violations,Douglas,Environmental Law Violations Case - Douglas,14.11.22,Pending,Columbus,25.1.24,1.3.24,5.7.24,Kevin Skinner
482,Intellectual Property Violations,Brian,Intellectual Property Violations Case - Brian,21.2.22,Pending,Memphis,29.6.22,,,Patricia Arias
483,Securities Fraud,Amanda,Securities Fraud Case - Amanda,30.4.22,Pending,Houston,16.8.22,27.5.23,23.8.23,Chloe Martin DDS
484,Securities Fraud,Olivia,Securities Fraud Case - Olivia,12.6.22,Pending,Milwaukee,22.4.24,18.6.24,,Alicia Johnson
485,Environmental Law Violations,Julie,Environmental Law Violations Case - Julie,11.7.22,Pending,Milwaukee,22.5.23,4.10.23,14.3.24,Grace Frazier
486,Violent Crimes,Bryan,Violent Crimes Case - Bryan,29.1.22,Pending,Milwaukee,30.5.23,8.4.24,23.4.24,Melissa Bailey
487,Major Thefts,Charlene,Major Thefts Case - Charlene,18.3.22,Pending,Baltimore,27.9.24,3.10.24,28.3.25,Melinda Fields
488,Cyber Crime,Jack,Cyber Crime Case - Jack,4.12.22,Pending,Baltimore,5.6.24,5.6.24,,Michael Ryan
489,Organized Crime,Mike,Organized Crime Case - Mike,22.6.22,Pending,Washington,23.8.22,1.8.23,1.12.23,Sara Green
490,Immigration Law Cases,Cassandra,Immigration Law Cases Case - Cassandra,25.5.22,Pending,San Francisco,29.9.22,30.10.22,,Darren Steele
491,Counterintelligence,James,Counterintelligence Case - James,4.1.23,Pending,Philadelphia,28.11.23,22.5.24,9.10.24,Emily Castro
492,Violent Crimes,Wendy,Violent Crimes Case - Wendy,12.6.22,Pending,Indianapolis,7.9.24,,,Justin Rogers
493,Major Thefts,Brian,Major Thefts Case - Brian,26.3.23,Pending,New York,6.9.24,24.9.24,7.12.24,Shane Yang
494,Civil Rights,Kenneth,Civil Rights Case - Kenneth,27.12.21,Pending,Houston,13.9.23,25.4.24,,Dr. Denise Flores
495,Terrorism,Mark,Terrorism Case - Mark,7.1.23,Pending,Nashville,14.6.23,22.9.23,,Lisa Jordan
496,White-Collar Crime,Christian,White-Collar Crime Case - Christian,26.11.21,Pending,Los Angeles,2.8.22,17.8.22,30.12.22,Adam Patterson
497,Employment Law Disputes,Alexander,Employment Law Disputes Case - Alexander,25.8.22,Pending,Memphis,5.2.24,4.9.24,21.9.24,Adriana Norton
498,Counterintelligence,Debbie,Counterintelligence Case - Debbie,22.2.22,Pending,Las Vegas,14.1.23,,,Chris Cohen
499,Employment Law Disputes,Kenneth,Employment Law Disputes Case - Kenneth,27.10.23,Pending,Memphis,19.11.23,17.9.24,25.1.25,Troy Farley
500,Terrorism,Stefanie,Terrorism Case - Stefanie,7.6.23,Pending,Nashville,12.9.24,24.10.24,,Joy Cole
501,White-Collar Crime,Laura,White-Collar Crime Case - Laura,23.7.22,Pending,Philadelphia,14.1.23,20.11.23,,Darius Strickland
502,Securities Fraud,Deborah,Securities Fraud Case - Deborah,21.11.22,Pending,Milwaukee,20.6.23,15.1.24,8.6.24,Joshua Nichols
503,Counterintelligence,Crystal,Counterintelligence Case - Crystal,19.7.23,Pending,New York,7.7.24,30.12.24,3.2.25,Elizabeth Rogers
504,Public Corruption,Edward,Public Corruption Case - Edward,26.2.23,Pending,Fort Worth,26.7.23,,,David Turner
505,White-Collar Crime,Joshua,White-Collar Crime Case - Joshua,2.8.22,Pending,Detroit,24.5.24,24.9.24,22.2.25,Benjamin Cunningham
506,Counterintelligence,Jennifer,Counterintelligence Case - Jennifer,4.1.23,Pending,Memphis,15.3.23,29.5.23,8.7.23,Christian Bond
507,Public Corruption,Roger,Public Corruption Case - Roger,14.9.23,Pending,Austin,6.6.24,,,Andrew Salazar
508,Securities Fraud,Susan,Securities Fraud Case - Susan,3.5.22,Pending,Nashville,28.8.23,11.3.24,28.8.24,Bryan Simpson
509,White-Collar Crime,Sean,White-Collar Crime Case - Sean,11.11.22,Pending,Phoenix,29.7.24,,,Nathaniel Walton
510,Immigration Law Cases,Patricia,Immigration Law Cases Case - Patricia,15.6.23,Pending,Columbus,16.7.23,4.8.23,,Matthew Hall
511,Violent Crimes,Juan,Violent Crimes Case - Juan,21.1.23,Pending,San Antonio,31.5.23,,,Alicia Johnson
512,Violent Crimes,William,Violent Crimes Case - William,4.12.21,Pending,Milwaukee,25.1.23,4.11.23,25.3.24,Daniel Sanders
513,Cyber Crime,Barbara,Cyber Crime Case - Barbara,21.12.22,Pending,San Antonio,14.12.23,,,Kevin Skinner
514,Securities Fraud,William,Securities Fraud Case - William,6.4.22,Pending,Oklahoma City,7.2.23,21.2.23,11.7.23,Alicia Tucker
515,Public Corruption,Christina,Public Corruption Case - Christina,21.5.23,Pending,Dallas,16.8.24,2.4.25,9.6.25,Lisa Jordan
516,Drug Trafficking,Emily,Drug Trafficking Case - Emily,14.4.22,Pending,Detroit,30.8.23,26.10.23,9.3.24,Craig Hall
517,Securities Fraud,Grace,Securities Fraud Case - Grace,15.6.23,Pending,Los Angeles,1.3.24,21.10.24,14.2.25,Michael Gomez
518,Employment Law Disputes,Jorge,Employment Law Disputes Case - Jorge,16.2.22,Pending,Los Angeles,12.10.23,,,Greg Dixon
519,Immigration Law Cases,Madison,Immigration Law Cases Case - Madison,7.5.22,Pending,Nashville,1.4.24,,,Amy Ramirez
520,Major Thefts,Brandon,Major Thefts Case - Brandon,28.6.23,Pending,Los Angeles,24.8.24,12.8.25,,Shannon Swanson
521,Drug Trafficking,Jaime,Drug Trafficking Case - Jaime,19.9.22,Pending,San Diego,12.3.23,29.7.23,,Mark Miller
522,Environmental Law Violations,Jeffrey,Environmental Law Violations Case - Jeffrey,29.11.22,Pending,Los Angeles,20.8.23,18.4.24,4.10.24,Karla Moore
523,Terrorism,Kimberly,Terrorism Case - Kimberly,25.7.23,Pending,Philadelphia,28.7.23,21.7.24,8.1.25,Paula Powers
524,Organized Crime,Theodore,Organized Crime Case - Theodore,16.8.23,Pending,Oklahoma City,18.5.24,8.10.24,13.2.25,John Maxwell
525,Employment Law Disputes,Ashley,Employment Law Disputes Case - Ashley,30.9.22,Pending,Dallas,5.10.24,25.3.25,18.7.25,Nathan Chandler
526,Employment Law Disputes,Jonathan,Employment Law Disputes Case - Jonathan,27.12.21,Pending,Oklahoma City,21.4.24,15.8.24,6.10.24,Alice Bradley
527,Violent Crimes,Brittany,Violent Crimes Case - Brittany,23.12.22,Pending,San Antonio,19.6.23,5.8.23,27.1.24,Kelsey Richardson
528,Public Corruption,Jeffrey,Public Corruption Case - Jeffrey,3.2.22,Pending,Phoenix,11.4.22,7.11.22,,Natasha Wyatt
529,Civil Rights,Karina,Civil Rights Case - Karina,13.3.23,Pending,Boston,22.5.24,22.2.25,,Bailey Foster
530,Securities Fraud,Autumn,Securities Fraud Case - Autumn,28.7.22,Pending,New York,11.8.24,2.7.25,15.8.25,Alicia Tucker
531,Counterintelligence,Aaron,Counterintelligence Case - Aaron,1.10.23,Pending,Portland,5.11.23,,,Jamie Marsh
532,Major Thefts,Christian,Major Thefts Case - Christian,20.11.23,Pending,Louisville,13.1.24,14.7.24,,David Hill
533,Employment Law Disputes,Emily,Employment Law Disputes Case - Emily,27.1.23,Pending,Memphis,21.5.23,,,William Lopez
534,Violent Crimes,Zachary,Violent Crimes Case - Zachary,11.6.22,Pending,Louisville,27.4.23,31.7.23,,Matthew Hall
535,Intellectual Property Violations,Jose,Intellectual Property Violations Case - Jose,16.7.22,Pending,Charlotte,16.2.24,,,Katherine Hancock
536,Civil Rights,Thomas,Civil Rights Case - Thomas,24.5.22,Pending,Oklahoma City,16.1.24,15.11.24,,Thomas Morgan
537,Major Thefts,John,Major Thefts Case - John,27.10.23,Pending,Columbus,22.8.24,12.5.25,22.7.25,Amanda Jefferson
538,Employment Law Disputes,Jason,Employment Law Disputes Case - Jason,12.11.23,Pending,Boston,4.2.24,28.11.24,4.3.25,Elizabeth Peterson
539,Counterintelligence,Teresa,Counterintelligence Case - Teresa,18.6.22,Pending,Milwaukee,6.4.24,,,Shaun Willis
540,Public Corruption,Melissa,Public Corruption Case - Melissa,19.6.23,Pending,San Diego,24.7.24,19.1.25,,Mark Miller
541,Terrorism,Mark,Terrorism Case - Mark,5.1.23,Pending,Oklahoma City,4.4.24,,,Daniel Johnson
542,Environmental Law Violations,Judith,Environmental Law Violations Case - Judith,27.2.23,Pending,Boston,31.10.24,,,Peter Smith
543,Violent Crimes,Debra,Violent Crimes Case - Debra,30.4.22,Pending,New York,13.5.23,13.6.23,18.8.23,Jessica Livingston
544,Violent Crimes,Michael,Violent Crimes Case - Michael,27.12.21,Pending,Las Vegas,29.10.22,,,Kari Price
545,Violent Crimes,Andrea,Violent Crimes Case - Andrea,24.10.23,Pending,Milwaukee,21.8.24,16.3.25,,Tammy Mendoza
546,Public Corruption,Amanda,Public Corruption Case - Amanda,12.2.22,Pending,New York,14.4.23,4.1.24,8.5.24,Christopher Becker
547,Violent Crimes,William,Violent Crimes Case - William,3.2.22,Pending,Philadelphia,28.8.23,2.7.24,13.9.24,Rebecca Conley
548,Terrorism,Timothy,Terrorism Case - Timothy,7.9.23,Pending,Memphis,29.2.24,18.8.24,23.10.24,Janet Daniels
549,Drug Trafficking,Matthew,Drug Trafficking Case - Matthew,17.12.21,Pending,Detroit,26.10.22,,,Carl Martinez
550,Major Thefts,Troy,Major Thefts Case - Troy,16.12.21,Pending,Memphis,5.9.24,28.2.25,6.3.25,Jamie Marsh
551,Violent Crimes,Samantha,Violent Crimes Case - Samantha,1.10.23,Pending,Fort Worth,7.7.24,20.3.25,,Karla Moore
552,Cyber Crime,Ashley,Cyber Crime Case - Ashley,23.1.22,Pending,Los Angeles,19.6.22,,,Melinda Fields
553,Major Thefts,Jennifer,Major Thefts Case - Jennifer,29.9.22,Pending,Washington,15.3.23,,,Ellen Brown
554,Major Thefts,Charles,Major Thefts Case - Charles,6.2.22,Pending,San Antonio,13.3.24,,,Frank Huerta
555,Drug Trafficking,Jason,Drug Trafficking Case - Jason,24.1.23,Pending,Fort Worth,11.10.23,7.2.24,18.7.24,Daniel Vance
556,Drug Trafficking,Erica,Drug Trafficking Case - Erica,10.6.22,Pending,Nashville,31.7.22,29.11.22,27.5.23,Bryan Simpson
557,Employment Law Disputes,Laura,Employment Law Disputes Case - Laura,9.8.23,Pending,Milwaukee,13.12.23,26.11.24,9.4.25,Teresa Garcia
558,Intellectual Property Violations,Joshua,Intellectual Property Violations Case - Joshua,14.3.23,Pending,New York,1.10.23,21.11.23,,Michelle Nelson
559,Intellectual Property Violations,Richard,Intellectual Property Violations Case - Richard,25.7.23,Pending,Las Vegas,19.11.23,19.8.24,25.8.24,Ricardo Suarez
560,Environmental Law Violations,Timothy,Environmental Law Violations Case - Timothy,29.11.22,Pending,Phoenix,10.7.24,25.11.24,,Cynthia Harris
561,Securities Fraud,Brenda,Securities Fraud Case - Brenda,13.9.23,Pending,Columbus,2.6.24,25.9.24,,Mr. Cameron Hopkins
562,Public Corruption,Carolyn,Public Corruption Case - Carolyn,26.10.22,Pending,Baltimore,19.11.23,,,Casey Martinez
563,Terrorism,Anthony,Terrorism Case - Anthony,14.7.22,Pending,Austin,20.9.22,24.6.23,29.11.23,Shane Yang
564,Cyber Crime,Tara,Cyber Crime Case - Tara,3.11.23,Pending,Baltimore,25.10.24,8.12.24,,Henry Keith
565,Environmental Law Violations,Edwin,Environmental Law Violations Case - Edwin,6.8.23,Pending,Denver,31.10.23,5.6.24,12.6.24,Darius Strickland
566,Employment Law Disputes,Jeffrey,Employment Law Disputes Case - Jeffrey,14.10.23,Pending,Baltimore,22.6.24,11.11.24,1.2.25,Caleb Johnson
567,White-Collar Crime,Matthew,White-Collar Crime Case - Matthew,29.9.23,Pending,San Antonio,3.2.24,13.11.24,6.12.24,Jennifer Rodriguez
568,Immigration Law Cases,Eric,Immigration Law Cases Case - Eric,3.10.22,Pending,Las Vegas,22.11.22,18.8.23,,Gregory Sanchez
569,White-Collar Crime,David,White-Collar Crime Case - David,13.7.23,Pending,Columbus,12.9.24,,,David Henson
570,Immigration Law Cases,Michelle,Immigration Law Cases Case - Michelle,16.7.22,Pending,Portland,15.7.24,10.8.24,13.9.24,Cameron Peterson
571,Civil Rights,Terry,Civil Rights Case - Terry,11.4.22,Pending,Washington,30.4.23,9.6.23,2.7.23,Donald Bright
572,Major Thefts,Kaylee,Major Thefts Case - Kaylee,6.12.21,Pending,Phoenix,11.2.24,2.11.24,6.11.24,Jennifer Smith
573,Violent Crimes,Tyler,Violent Crimes Case - Tyler,5.2.23,Pending,Dallas,27.10.24,27.4.25,7.5.25,Ashley Le
574,Drug Trafficking,Mary,Drug Trafficking Case - Mary,22.7.23,Pending,New York,8.12.23,,,Bryan Simpson
575,Major Thefts,Christopher,Major Thefts Case - Christopher,8.2.23,Pending,Philadelphia,30.9.23,,,Steven Gonzalez
576,Immigration Law Cases,Andrew,Immigration Law Cases Case - Andrew,7.1.23,Pending,Seattle,22.9.24,17.3.25,3.8.25,Alyssa Morris
577,Intellectual Property Violations,Mark,Intellectual Property Violations Case - Mark,23.1.22,Pending,Los Angeles,25.12.23,,,Kevin Wood
578,Public Corruption,Scott,Public Corruption Case - Scott,11.9.23,Pending,Milwaukee,19.7.24,13.11.24,22.12.24,Chris Cohen
579,Drug Trafficking,Ronnie,Drug Trafficking Case - Ronnie,5.4.23,Pending,Washington,29.9.24,15.1.25,,Daniel Johnson
580,Public Corruption,Katherine,Public Corruption Case - Katherine,23.2.22,Pending,San Jose,4.12.23,29.5.24,,Benjamin Hughes
581,Cyber Crime,Sherry,Cyber Crime Case - Sherry,6.8.22,Pending,Dallas,15.7.24,6.10.24,,Paula Powers
582,Environmental Law Violations,Matthew,Environmental Law Violations Case - Matthew,28.6.22,Pending,Las Vegas,24.8.24,,,Shannon Swanson
583,Immigration Law Cases,Melissa,Immigration Law Cases Case - Melissa,15.11.23,Pending,Oklahoma City,12.8.24,31.1.25,7.5.25,Amy Bell
584,Securities Fraud,Kathleen,Securities Fraud Case - Kathleen,24.6.22,Pending,Dallas,5.4.24,9.3.25,19.6.25,Brianna Mclaughlin
585,Drug Trafficking,Scott,Drug Trafficking Case - Scott,10.10.23,Pending,Baltimore,24.11.23,27.11.23,,Benjamin Cunningham
586,Violent Crimes,Derek,Violent Crimes Case - Derek,27.1.23,Pending,Philadelphia,14.6.24,19.6.24,17.12.24,Mark Miller
587,Securities Fraud,Phillip,Securities Fraud Case - Phillip,8.3.23,Pending,Los Angeles,21.11.23,17.6.24,12.9.24,Mr. Stephen Price
588,Organized Crime,Christopher,Organized Crime Case - Christopher,19.12.22,Pending,Columbus,5.4.23,9.11.23,5.2.24,Timothy Robinson
589,Terrorism,Kara,Terrorism Case - Kara,20.4.23,Pending,Denver,12.7.23,22.9.23,1.11.23,Jennifer Sanchez
590,Counterintelligence,Tonya,Counterintelligence Case - Tonya,6.12.22,Pending,San Francisco,26.5.23,,,Stephen Elliott
591,White-Collar Crime,Michelle,White-Collar Crime Case - Michelle,26.10.22,Pending,Los Angeles,16.5.23,,,Paul Hoover
592,Violent Crimes,Troy,Violent Crimes Case - Troy,17.3.23,Pending,Memphis,30.4.24,26.10.24,,Jennifer Avery
593,Securities Fraud,Ariana,Securities Fraud Case - Ariana,27.7.22,Pending,Los Angeles,29.1.23,19.12.23,20.1.24,Miss Teresa Trevino
594,Immigration Law Cases,Ann,Immigration Law Cases Case - Ann,1.8.22,Pending,Philadelphia,20.4.24,4.1.25,26.3.25,Nathan Chandler
595,Intellectual Property Violations,Danielle,Intellectual Property Violations Case - Danielle,3.1.22,Pending,Oklahoma City,24.10.23,1.1.24,4.6.24,Marcus Brown
596,Major Thefts,Brandon,Major Thefts Case - Brandon,14.4.22,Pending,Dallas,2.4.24,19.1.25,25.2.25,Timothy Lawrence
597,Counterintelligence,Donna,Counterintelligence Case - Donna,18.3.23,Pending,Milwaukee,19.5.23,20.2.24,,Rebecca Conley
598,Immigration Law Cases,Paul,Immigration Law Cases Case - Paul,22.7.22,Pending,San Jose,21.12.23,16.8.24,2.10.24,Miss Teresa Trevino
599,Violent Crimes,Glenn,Violent Crimes Case - Glenn,4.10.22,Pending,Philadelphia,4.2.23,18.12.23,,Paula Powers
600,Civil Rights,Karen,Civil Rights Case - Karen,14.11.22,Pending,San Jose,3.12.23,6.9.24,21.10.24,Bryan Simpson
601,Immigration Law Cases,Robert,Immigration Law Cases Case - Robert,1.10.23,Pending,Columbus,3.10.23,,,Stephanie Henry
602,Major Thefts,Brandon,Major Thefts Case - Brandon,29.7.22,Pending,Washington,21.11.22,21.1.23,,Amy Ramirez
603,White-Collar Crime,Jonathan,White-Collar Crime Case - Jonathan,5.4.22,Pending,Denver,29.4.23,,,Benjamin Hughes
604,Securities Fraud,Katherine,Securities Fraud Case - Katherine,15.5.22,Pending,Denver,24.7.22,1.3.23,22.6.23,Darren Steele
605,Immigration Law Cases,Hailey,Immigration Law Cases Case - Hailey,25.5.22,Pending,Boston,15.10.24,,,Derrick Mcneil
606,White-Collar Crime,Meghan,White-Collar Crime Case - Meghan,27.10.23,Pending,Houston,5.6.24,15.2.25,,Jeffrey Miles
607,Cyber Crime,Shawn,Cyber Crime Case - Shawn,2.12.22,Pending,Oklahoma City,12.7.23,3.8.23,4.11.23,Greg Dixon
608,White-Collar Crime,Jamie,White-Collar Crime Case - Jamie,23.1.22,Pending,Portland,28.3.24,9.1.25,27.1.25,Jennifer Smith
609,Major Thefts,Aaron,Major Thefts Case - Aaron,23.4.23,Pending,Memphis,23.9.23,16.12.23,,Brittany Hall
610,Civil Rights,Oscar,Civil Rights Case - Oscar,21.9.22,Pending,Dallas,9.6.24,29.5.25,16.7.25,Aaron Moore
611,Immigration Law Cases,Susan,Immigration Law Cases Case - Susan,19.10.22,Pending,Columbus,25.11.22,14.6.23,19.10.23,Amy Gallegos
612,Intellectual Property Violations,Andrew,Intellectual Property Violations Case - Andrew,22.3.22,Pending,Detroit,6.5.23,,,Mary Cannon
613,Organized Crime,Casey,Organized Crime Case - Casey,19.9.23,Pending,Chicago,16.6.24,,,Stephanie Waters
614,Securities Fraud,Leah,Securities Fraud Case - Leah,11.12.21,Pending,Phoenix,27.1.22,,,Amanda Jefferson
615,Intellectual Property Violations,Miguel,Intellectual Property Violations Case - Miguel,12.1.23,Pending,Milwaukee,28.3.23,3.9.23,14.10.23,Michael Brooks
616,Organized Crime,Michael,Organized Crime Case - Michael,10.1.22,Pending,Philadelphia,2.9.23,23.11.23,10.4.24,Darrell Jefferson
617,Major Thefts,Lisa,Major Thefts Case - Lisa,27.7.23,Pending,Memphis,5.12.23,,,Joshua Nichols
618,Organized Crime,Donna,Organized Crime Case - Donna,19.4.22,Pending,Chicago,10.11.23,5.6.24,15.11.24,Alicia Johnson
619,Organized Crime,Jillian,Organized Crime Case - Jillian,13.3.23,Pending,Detroit,26.3.24,4.2.25,23.7.25,Lisa Jordan
620,Terrorism,Jerry,Terrorism Case - Jerry,5.7.23,Pending,Oklahoma City,5.7.23,3.8.23,7.12.23,John Gallagher
621,Immigration Law Cases,Sharon,Immigration Law Cases Case - Sharon,3.1.22,Pending,Austin,11.12.22,14.6.23,27.11.23,Charles Johnson
622,Intellectual Property Violations,Tonya,Intellectual Property Violations Case - Tonya,25.3.23,Pending,Milwaukee,16.9.24,13.1.25,4.2.25,Alyssa Morris
623,Intellectual Property Violations,Chris,Intellectual Property Violations Case - Chris,14.1.23,Pending,Washington,21.7.24,27.10.24,,Mackenzie Gomez
624,Major Thefts,Heather,Major Thefts Case - Heather,7.5.22,Pending,Columbus,23.5.22,1.10.22,,Stephen Elliott
625,Public Corruption,Alexander,Public Corruption Case - Alexander,17.4.23,Pending,Portland,21.10.23,,,Isaac Romero
626,Major Thefts,David,Major Thefts Case - David,23.11.23,Pending,Louisville,31.3.24,22.8.24,22.9.24,Mr. Cameron Hopkins
627,Drug Trafficking,Sherry,Drug Trafficking Case - Sherry,13.4.22,Pending,Austin,16.7.24,19.8.24,6.1.25,Joy Cole
628,Major Thefts,Kevin,Major Thefts Case - Kevin,2.11.22,Pending,Philadelphia,2.11.23,22.7.24,29.9.24,Victoria Wilson
629,Environmental Law Violations,Catherine,Environmental Law Violations Case - Catherine,27.8.22,Pending,Columbus,28.2.24,5.7.24,8.12.24,David Orozco
630,Public Corruption,Timothy,Public Corruption Case - Timothy,23.2.23,Pending,San Francisco,20.8.24,,,Nathaniel Miller
631,Counterintelligence,Melinda,Counterintelligence Case - Melinda,2.5.23,Pending,Denver,18.2.24,,,Miss Holly Richardson DDS
632,Public Corruption,Jonathan,Public Corruption Case - Jonathan,25.12.21,Pending,Las Vegas,13.11.22,31.7.23,29.11.23,Kevin Williamson
633,Securities Fraud,Deanna,Securities Fraud Case - Deanna,18.4.22,Pending,San Diego,16.6.24,11.12.24,,Lisa Barry
634,Counterintelligence,Amber,Counterintelligence Case - Amber,26.10.22,Pending,Columbus,19.1.24,5.4.24,30.8.24,John Gallagher
635,Immigration Law Cases,Erin,Immigration Law Cases Case - Erin,25.7.23,Pending,Portland,8.4.24,24.8.24,9.2.25,Kelsey Lopez
636,Environmental Law Violations,Allen,Environmental Law Violations Case - Allen,23.1.23,Pending,Jacksonville,6.12.23,,,Daniel George
637,Drug Trafficking,Nathan,Drug Trafficking Case - Nathan,26.9.23,Pending,Indianapolis,7.4.24,25.5.24,1.10.24,Lisa Jordan
638,Organized Crime,Kimberly,Organized Crime Case - Kimberly,17.12.22,Pending,Oklahoma City,18.1.24,,,Benjamin Cunningham
639,Immigration Law Cases,Martha,Immigration Law Cases Case - Martha,14.6.23,Pending,Nashville,28.4.24,10.8.24,13.10.24,Mary Rowland
